OG,Cnat_1,Cnat_2,Cnat_3,Cnat_4,Cnat_5
OG0025397,979.999,683,897.904,703,391
OG0025398,45,80,67,21,39
OG0025399,182,140,194,116,35
OG0025400,85,28,49,28,64
OG0025401,0,23,0,0,9
OG0025402,1,264,1,2,362
OG0025403,145,127,156,158,30
OG0025404,0,10,0,0,26
OG0025405,256,158,404,200,385
OG0025406,97.368,25.228,95.168,39.008,10
OG0025407,119.406,64.791,31.892,75.235,32.998
OG0025408,104,77,82,90,105
OG0025409,274.998,48,296.003,309.153,0
OG0025410,237,237,256,133,124
OG0025411,25.073,44,29,10,19
OG0025412,568,1235.04,885,350,512
OG0025413,15,1,10,10,0
OG0025414,224,143.002,227,184,41
OG0025415,102,41,51,42,27
OG0025416,198,123,271,132,34
OG0025417,22,9,19,3,1
OG0025418,0,97,0,4,178
OG0025419,0,57,1,0,46
OG0025420,69,34,40,43,2
OG0025421,0,153.542,3,3,177.253
OG0025422,1362,1216.009,1183.003,1257,583
OG0025423,45.641,6,57.903,22,0
OG0025424,0,46,0,0,40
OG0025425,11,0,19,6,0
OG0025426,265,165,256,288,151
OG0025427,11,11,18,18,8
OG0025428,0,36.747,0,1,64.326
OG0025429,95,21,106,102,0
OG0025430,25,9,30,40,0
OG0025431,0,32,0,0,35
OG0025432,177.552,149,163.002,124.678,76
OG0025433,608,480,589,418,263
OG0025434,142.151,25.501,167.755,125.696,2.158
OG0025435,622,362.344,593,511,381
OG0025436,70,58,75,43,22
OG0025438,0,99.334,1,0,90
OG0025439,111.529,17,97.725,210.837,1
OG0025440,12,10,13,7,6
OG0025441,451,246,411,237,66
OG0025442,203,22,177,198,0
OG0025443,750,827.108,649,370,192
OG0025444,0,0,0,0,35
OG0025445,0,8,0,0,7
OG0025446,1,1018.288,2,11.564,1051.024
OG0025447,71,54,59.013,65,38
OG0025448,2,0,131,3,2
OG0025449,134,65,284,61,143
OG0025450,685.058,861.002,916.007,591.028,269
OG0025451,0,6,0,0,12
OG0025452,0,5.23,0,0,3
OG0025453,1168.019,871,901,683.029,176
OG0025454,1,117,0,1,144
OG0025455,261,122,213,293,31
OG0025456,491,300,661,507,126
OG0025457,67.002,8,119,38,0
OG0025458,5,17,41,43,9
OG0025459,95,76.54,96,52,20
OG0025460,301.506,125.918,254.198,206.008,57.67
OG0025462,2,0,0,0,24
OG0025463,0,137,0,1,189.507
OG0025464,291,195,255,185,107.998
OG0025465,0,4,0,0,8
OG0025466,23,18,24,6,8
OG0025467,62.957,48,88,84,30
OG0025468,1,67.559,1,1.998,127.69
OG0025469,152.332,146,228,113.899,37
OG0025470,0,6,0,0,13
OG0025471,440,238,359,151,113.419
OG0025472,24,27,31,5,1
OG0025473,277,224,228,152,133
OG0025474,0,45.428,0,2,61.029
OG0025475,0,11,0,0,39
OG0025476,99,112,113,70,36
OG0025477,118.005,98,100,39,27
OG0025478,1829.292,1033.802,1610.513,1130.398,372.266
OG0025479,561,336,627,236,29
OG0025480,141,156.993,218,111,49
OG0025481,18.473,7,25.99,43.998,0
OG0025482,45,46,27,36,30.604
OG0025483,4,0,18,6,0
OG0025484,2.606,63.897,0,1.36,79.27
OG0025485,505.016,84,549.98,600.632,0
OG0025486,0,62,0,0,88
OG0025487,72,88,40,35,46
OG0025488,63,17,79,105.999,0
OG0025489,66,153,64,33,35
OG0025490,242,229,274,192,77
OG0025491,0,465.892,4,5,513
OG0025492,184,304,206,137,109.01
OG0025493,961.757,561.15,1119.518,703.736,242.695
OG0025494,0,25.367,0,0,13.539
OG0025495,142,76,66,82,72
OG0025496,224,87,330,88,198
OG0025497,30,16,34.999,24,52
OG0025498,2,0,0,0,38
OG0025499,163,30,33,215.816,5
OG0025500,486,276,492,366,808.991
OG0025501,48,64,60,44,27
OG0025502,39,119.256,39,28,47.995
OG0025503,56,23,35,17,11
OG0025504,17,7,19,12,7
OG0025505,193,40.121,250.999,256,0
OG0025506,886,904.999,964,372.001,173
OG0025507,232.002,154,266,220,94
OG0025508,0,19,4,0,26
OG0025509,653.756,339.09,532.233,522.178,124.878
OG0025510,0,81,1,1,144
OG0025511,0,55,0,0,118.987
OG0025512,0,33,0,0,28
OG0025513,500,401,242,164,616.971
OG0025514,565.08,459,566.03,222.058,110
OG0025515,0,60,0,2,56
OG0025516,82,59,68,48.22,34
OG0025517,1,4,54,0,13
OG0025518,74.595,15,33.008,51,8.219
OG0025519,146.01,172.002,184.046,111.002,47
OG0025520,149.069,75,140,98.997,45
OG0025521,0,24,1,0,21.986
OG0025522,0,25.623,0,0,44.741
OG0025523,0,108,0,3,120
OG0025524,0,53,0,1,69
OG0025525,96,156,112,26,56
OG0025526,109,81,173,64,31
OG0025528,322,195,344,277,183
OG0025529,0,12,1,2,15
OG0025530,1065.045,456,1119.689,736,229
OG0025531,571.464,313,520,461.955,116
OG0025532,158,74.237,126,75,32
OG0025534,0,2,0,1,9
OG0025535,0,121,0,0,110.843
OG0025536,1,1,1,0,21.001
OG0025537,17,12,16,18,1
OG0025538,191,133,152,141,75
OG0025539,44,34,32,31,7
OG0025540,55.348,43.392,44.571,89.227,2.5
OG0025541,145,30,142,136,1
OG0025542,0,231,4,5,325.594
OG0025543,0,148,1,2,167
OG0025544,52.992,7,37.997,76.056,0
OG0025545,0,114.999,0,0,104.047
OG0025546,32.011,24,54,18,12
OG0025547,0,62,1,1,78
OG0025548,66.365,34.999,67.979,54.999,35
OG0025549,77,15,89,93,0
OG0025550,121,75,70,100,21
OG0025551,0,291.406,4,5,473.724
OG0025552,127,167,156.001,59,84
OG0025553,236,120,240,309,176
OG0025554,73.153,35,98,42.993,12
OG0025555,8,0,0,1,39.865
OG0025556,36,5,46,29,1
OG0025557,90.15,6.662,73.472,48.317,7.109
OG0025558,370,354.003,382,147,159
OG0025559,169,189,237,123,26
OG0025560,237,123,219.008,144,44
OG0025561,61,130,33,27,36
OG0025562,111,144.014,116,63,85
OG0025563,139,75,140,74,40
OG0025564,48,40,56,38,8
OG0025565,113.06,83,108,89,47
OG0025566,222.921,155.285,176.279,202.399,101
OG0025567,238,166,273,129,161
OG0025568,64,53,33,29,73
OG0025569,92,200,130,101,8
OG0025570,42,70,26,35,47
OG0025571,270.444,73.354,213.021,103.342,43.005
OG0025572,206,112.959,183,79,22
OG0025573,57,12,43,97.336,0
OG0025574,179,200,189,146,373.994
OG0025575,133,96,195,98.808,64
OG0025576,221.286,214.41,276,156,80
OG0025577,486,330,583,316,89
OG0025578,4605.096,1935.001,3040.999,5292,173
OG0025579,229,182,206,166,94
OG0025580,7,76,12,9,11
OG0025581,108.394,63.685,188.834,90,51.13
OG0025582,287.057,39,291.037,214,0
OG0025583,0,102,0,1,98
OG0025584,0,14,0,0,4
OG0025585,0,29,0,0,49
OG0025586,1552,1612,2333.393,1511,1408
OG0025587,0,182.501,1,4.667,262.449
OG0025588,38,77,42,12,10
OG0025589,33,39,26,23,18
OG0025590,114,125,153,67,14
OG0025591,405.992,449,387,325,295.001
OG0025592,268,258,269.001,219,243
OG0025593,881.737,505,808.018,262.741,61415.794
OG0025594,0,19,0,2,37
OG0025595,369,214,256,147,113
OG0025596,199.106,160,262,128,80
OG0025597,0,504.346,4,8.895,628.417
OG0025598,58.161,89,56,54,57
OG0025599,0,50,0,0,64
OG0025600,68,16,52.999,98.762,0
OG0025601,0,0,0,0,5
OG0025602,148,72.993,134,78,31
OG0025603,55,43,68,32,14
OG0025604,698.985,637.003,683,464,445.588
OG0025605,115,113,90,82,60
OG0025606,255.738,185.865,276.089,235.469,80.177
OG0025607,0,3,0,0,8
OG0025608,1,56.513,0,0,78.296
OG0025609,151,39,168,273,1
OG0025610,21,24,28,24,4
OG0025611,5848.999,6214.597,6410,4451,3542.884
OG0025612,0,181.179,2,1,247.545
OG0025613,382,123,322,174,1413
OG0025614,38,56,44,23,4
OG0025615,910,756,910.548,872.06,270
OG0025616,0,24.945,0,0,33.888
OG0025617,455.604,335,444,298,112
OG0025618,18,18,28,18,8
OG0025619,65,42,53,75,3
OG0025620,69,17,126,37,3
OG0025621,0,322,1,0,381.639
OG0025622,568.429,429,578,546,148
OG0025623,1671,10632.533,2343,330,3927.814
OG0025624,0,71,2,1,102
OG0025625,37,12,45.001,58,0
OG0025626,24,42.54,50,39,14
OG0025627,22,10,12,36,1
OG0025628,61,56,58,45,35
OG0025629,50,749,64,20,42
OG0025630,587.876,639.091,695.071,503.018,418
OG0025631,99.032,10.767,22,49,47.177
OG0025632,42,78,55,60,65
OG0025633,100.154,13.467,11,2,5
OG0025634,152,137,125,116,148
OG0025635,0,99.074,0,0,169.517
OG0025636,0,61,0,2,88
OG0025637,0,33,0,0,51.027
OG0025638,177,171.992,185,130,44
OG0025639,420.333,285.128,314,250.215,104
OG0025640,0,229.723,2,4,412.212
OG0025641,37,6,22,17,6
OG0025642,0,79,0,0,98
OG0025643,0,523.372,3,7,598.369
OG0025644,290,457,288,187,51
OG0025645,0,80,1,0,149.01
OG0025646,0,53,0,3,55
OG0025647,9,2,6,10,0
OG0025648,51.045,76.882,86.295,54.87,151.264
OG0025649,95,149,4,6,170
OG0025650,10,3,0,0,247.77
OG0025651,379,19,440,110,5
OG0025652,16,8,23,25,0
OG0025653,25,38,34,28,19
OG0025654,91,95,88,55,86
OG0025655,134,93,166,81,101.433
OG0025657,126,74,54,52,43
OG0025658,19,26,12,7,1
OG0025659,1,205.603,4,1,249.002
OG0025660,22.999,5,30,39,0
OG0025661,51,34,62,45,37
OG0025662,76,68,63,35,61
OG0025663,473,402.004,489,420,340.702
OG0025664,0,37,1,2,51
OG0025665,108,17.053,219.443,150.008,0
OG0025666,7,8,13,11,0
OG0025667,214,121,228,166,52
OG0025668,0,209,0,0,305
OG0025669,0,131,0,1,132
OG0025670,152.753,92.554,227.571,78.829,73.805
OG0025671,435,510,335,297,263
OG0025672,160,95,193,127,63
OG0025673,43,36,48,40,50
OG0025674,241,175,255,116,506.003
OG0025675,872,442.89,938.253,633,211
OG0025676,356,233,314,265,92
OG0025677,427,334,489,362,202
OG0025678,3,1,3,3,21
OG0025679,0,534.736,2,9,569.006
OG0025680,12,2,7,11,0
OG0025681,1810.251,847.539,1592.177,1311.815,725.538
OG0025682,343.339,384.664,340.329,501.476,53
OG0025683,91,88,93,109,12
OG0025684,10,5,26.997,8,6
OG0025685,17,25,28,34,13
OG0025686,182,173,162,109,78
OG0025687,5455.891,3126.973,4650.88,4598.977,1557
OG0025688,0,6,0,0,7
OG0025689,0,213,4,2,230
OG0025690,43,41,48.612,31,37
OG0025691,0,11,0,0,14
OG0025692,0,19.435,0,0,27.045
OG0025693,111,161,138,103,48
OG0025694,461,125,402.988,69,129
OG0025695,2,378.004,1,1,513
OG0025696,50,31,33,42.001,41
OG0025697,63,93,47,51,17
OG0025698,387,204,282,183.248,143
OG0025699,206,294,99.984,151,8087.904
OG0025700,361,211.045,374,255,121
OG0025701,9,3,27,18,0
OG0025702,322,575,343,313,215
OG0025703,49.996,42,51,9,9
OG0025704,116.326,20.806,122.148,106.774,0
OG0025705,0,2,0,0,8
OG0025706,24,13,33,14,2
OG0025707,3,1,0,0,24
OG0025708,2869.697,557.016,2696.133,1172,6
OG0025709,118,27,115,162,0
OG0025710,71,188,107,68,48
OG0025711,0,854.027,7,10,1063.931
OG0025712,110,168,123,161,313.009
OG0025713,55,73,28,41,18
OG0025714,110,110,173,102,45
OG0025715,99,98,131,145,29
OG0025716,418.901,282.477,454.586,387.5,83.813
OG0025717,536,482,453.003,1267,190
OG0025718,106,80,76,62,22
OG0025719,0,18,0,0,27
OG0025720,50,52,96,16,14
OG0025721,186,121,228,132,145
OG0025722,43,23,39,27,24
OG0025723,190,405.975,302,139,162
OG0025724,10,90,11,2,43
OG0025725,288,103,61,6,83
OG0025726,116.246,115.991,163.181,83.814,80.968
OG0025727,38.175,243.183,45.399,31.478,27.651
OG0025728,91,70,69,39,55
OG0025729,79,114,124,80,33
OG0025730,178,110,248,75,52
OG0025731,1,59.868,0,1,48.036
OG0025732,532,218,331,337,55
OG0025733,118,94,108,70,62
OG0025734,64,37,61,52,36
OG0025735,218.106,176,285,158,84
OG0025736,0,19,0,0,11
OG0025737,202,283,258,197,101
OG0025738,76,88,91,72,52
OG0025739,0,22.15,0,1,27.78
OG0025740,0,99,2,0,121
OG0025741,61,62,86,48,33
OG0025742,0,86,0,0,75
OG0025743,124,61,118,66,26
OG0025745,0,6,0,0,8
OG0025747,83,47,125,49,63
OG0025748,0,28,0,1,20
OG0025749,29,3,19,25.008,0
OG0025750,110.891,58,61.865,58.905,26
OG0025751,102,106,156,103,35
OG0025752,8.076,53.281,17.055,7.885,22.916
OG0025753,22,19,27,16,9
OG0025754,599.675,897,761,402.748,243.453
OG0025755,2,12,0,1,0
OG0025756,131,97,153,113,45
OG0025757,64.003,16.006,15,2,2
OG0025758,14,21,22,13,13
OG0025759,231,138,268,102,61
OG0025760,2075,1026,2152,1339.001,467
OG0025761,78,12,54,44,2
OG0025762,157.021,129.004,142,181.728,51.006
OG0025763,0,56,0,1,108
OG0025764,20,2,13.008,19.998,0
OG0025765,0,5,0,0,8
OG0025766,0,18,0,0,43
OG0025767,0,22,2,0,24
OG0025768,0,66,0,3,64
OG0025769,1,1,3,3,1
OG0025770,1328.98,1224.001,1569.181,2386.047,1599
OG0025771,67,67,108.173,70,77
OG0025772,362,137,231,252,81
OG0025773,0,81.639,0,1,93.915
OG0025774,0,186.262,2,2,247
OG0025775,0,180,2,1,231
OG0025776,6114.955,6547.111,7831.058,4698.958,2674.024
OG0025777,1415,2050.991,1419,1601,588.007
OG0025778,64,154,113,68,75
OG0025779,0,48,0,0,50
OG0025780,7,0,13,9,0
OG0025781,61,38,50.093,34,20
OG0025783,238.002,196.959,234.82,123.378,54.977
OG0025784,18,65,30,11,24
OG0025785,72,168,65,17,30
OG0025786,14,217.751,3,14,295
OG0025787,215,47,271.008,296,1
OG0025788,112,103,123,94,27
OG0025789,0,36.158,0,1,54.322
OG0025790,129,136.433,122,80,82.451
OG0025791,0,0,3,4,0
OG0025792,96,64,89,74,43
OG0025793,113,27,130.003,166.184,0
OG0025794,56,45,54.006,44,31
OG0025795,227.104,30,242.718,275.145,0
OG0025796,4,5,4,10,2
OG0025797,1,146,2,1,223.996
OG0025798,190,341.026,160,206,277
OG0025799,3720.754,3471.996,3396.052,4004.152,571
OG0025800,88,73,103,63,31.021
OG0025801,369.194,399,422,248,107
OG0025802,208,128,183,134,37
OG0025803,111,197,215,127,121
OG0025804,831,514,747.55,604.004,133
OG0025805,0,5.374,0,0,14.569
OG0025806,170.11,65.849,107.569,32.661,6.438
OG0025807,0,57,0,0,62
OG0025809,61,117,45,39,26
OG0025810,431,390,354,314.748,238
OG0025811,0,115.007,3,0,149.04
OG0025812,546.574,345,846,484,166
OG0025813,65,47,58,33,36
OG0025814,220.644,1042,380,122.988,811
OG0025815,264,109,202,119,234
OG0025816,224,164,106.442,179,67
OG0025817,77,53,34,56,50
OG0025818,5,0,14,0,1
OG0025819,118,75,86,60.105,38.002
OG0025820,113,78,87,75,28
OG0025821,0,4,0,0,2
OG0025822,39,19,34,28,14
OG0025823,0,254,0,1,302
OG0025824,565,158,719,591,215
OG0025825,439.047,157.693,271.419,275.518,68.732
OG0025826,198.436,40,207,258.836,0
OG0025827,1158,509,715,725,65.008
OG0025828,107,141,51,65,126
OG0025829,161,105,172,49,15
OG0025830,223,112.998,547.065,399,103
OG0025831,86.026,33.829,68.785,43.527,9.53
OG0025832,8,6,7,5,8
OG0025833,228,99,219,113,142
OG0025834,602,569.755,476.065,328,168
OG0025835,0,71,2,0,61
OG0025836,225.427,105.182,190.194,134.495,98.612
OG0025837,157.906,155,181,131,56
OG0025838,1,112,0,2,151
OG0025839,0,21,0,0,15
OG0025840,105,55.281,107,45,39
OG0025841,0,680.331,3,6,665.248
OG0025842,0,111.303,0,0,113.419
OG0025843,0,363.284,1,4,488
OG0025844,186.779,151,225,166,85
OG0025845,70,36,46,47,44
OG0025846,1185.061,595,1159,519.06,398
OG0025847,797,412,796,610.684,188
OG0025848,120,56,96,64,24
OG0025849,63,83,130,68,41
OG0025850,163.419,25.025,137.235,179.15,25.313
OG0025851,27,2,13,25,0
OG0025853,0,30.999,0,0,35.823
OG0025854,5,52,9,6,30
OG0025856,368,237,269,230,95
OG0025857,0,502.123,2,359.917,219
OG0025858,0,47.845,0,1,46.979
OG0025859,52,9,38,58,0
OG0025860,0,49,0,0,41
OG0025861,1,572.757,10,2.116,177.543
OG0025862,0,175.996,3,1,236
OG0025863,311,209,174.008,165,66
OG0025864,1282.721,938.253,1205.837,845,1571.195
OG0025865,3,5,0,4,6
OG0025866,0,259.453,0,5,291
OG0025867,545,673.811,802,530,182
OG0025868,6.887,4.472,21.975,1.758,0
OG0025869,149,75,171,152,14
OG0025870,4,1881.024,14,28.786,2512.115
OG0025871,333,214,301.069,290,131
OG0025872,52.393,26.001,48.887,35,11
OG0025873,0,28,0,0,25
OG0025874,0,2.212,0,0,102.937
OG0025875,380,316,453,234,209
OG0025876,3,78,0,1,77
OG0025877,39,23,24,14,12
OG0025878,513.141,505.041,550.88,187.532,432.671
OG0025879,0,28.384,0,0,54.079
OG0025880,173,158,192,97,84
OG0025881,1070.009,763.648,1116,330,161.962
OG0025882,85.998,19,119.718,135.01,0
OG0025883,255.365,266.339,278.942,211.352,223.902
OG0025884,121.326,111,115,54,43
OG0025885,90,193.034,32,20,15
OG0025886,751,660,501,287.063,57
OG0025887,533,491,432,397,207
OG0025888,1510.633,830,1219,351,257
OG0025889,120,124,108,86,49
OG0025890,5,8,4,3,15
OG0025891,161.6,161.375,149.508,210.556,115.166
OG0025892,0,72,2,0,94
OG0025893,0,195.725,0,2,206.275
OG0025894,189,173,225,172,84
OG0025895,208,124.846,116,125,49
OG0025896,321,255,286.784,310.798,267
OG0025897,0,288,4,5,331.218
OG0025898,92.038,56.016,109.217,84.903,31.006
OG0025899,7,0,1,1,137
OG0025900,399,281,359,367,133
OG0025901,206.991,166.194,207.852,151.226,255
OG0025902,42,24,33,32.269,10
OG0025903,101,15,69,109.001,0
OG0025904,124,126,96,56,51
OG0025905,128,95,105,51,6
OG0025906,3,425.974,2,1,436
OG0025907,48.014,60,44,51,83
OG0025908,35,37,45,14,22
OG0025909,97,79,111,86,58
OG0025910,0,69,1,2,112
OG0025911,22.113,92.563,21.744,36.016,46.65
OG0025912,228,272,202,167,71.252
OG0025913,0,198,0,1,220.039
OG0025914,0,171,0,0,168
OG0025915,0,96,2,0,115
OG0025916,0,4.607,0,0,8.883
OG0025917,213,158,264.999,123,20
OG0025918,205,209,147,112,163
OG0025919,218,276.452,264,193,587
OG0025921,93,25,55,59,497.001
OG0025922,0,45,0,0,65
OG0025923,360.139,242,364.001,367,101
OG0025924,222,234,259,227,101
OG0025925,301,261.868,236,198,103
OG0025927,262,226,243,183,43
OG0025928,236,507.999,610,646,314.192
OG0025929,0,44.091,0,1,26.139
OG0025930,0,65.001,0,0,66.256
OG0025931,107,68,84,77,19
OG0025932,3333.536,3395.007,2517.934,2175.882,1394
OG0025933,136,225,167,61,86
OG0025934,20,38,19,19,13
OG0025935,920.103,559,663.994,699.909,422.663
OG0025936,108,141,110,100,81
OG0025937,25.254,42.755,27.146,15.204,7.214
OG0025938,183.004,147.208,190,127,110
OG0025939,386.001,198,424,258,152.996
OG0025940,58,35,84,16,5
OG0025941,2191,2366.933,1972.113,838,487
OG0025942,57,34,76,37,9
OG0025943,70,27,59,13,10
OG0025944,171,194,224,131,166
OG0025945,4,0,1,7,0
OG0025946,25,43,18,3,8
OG0025947,375.486,233,325,208,128
OG0025948,13,4.001,5,9,0
OG0025949,99,26,101,147,0
OG0025950,731,1033,877.993,646,397
OG0025951,0,48.035,0,0,53
OG0025952,0,11,0,0,12
OG0025953,0,36.561,0,0,28.594
OG0025954,245,47,227.011,271.675,0
OG0025955,39,26.001,42,52.001,12.044
OG0025956,308,75,362,462,2
OG0025957,1,170,1,1,265.955
OG0025958,131,44,59.093,17,64
OG0025959,96,127,167,61,102.968
OG0025960,2,874.204,7.285,3.903,1071.711
OG0025961,162,118,143,153,95
OG0025962,0,73.758,0,0,78.821
OG0025963,0,98.026,1,1,128.091
OG0025964,0,8,0,0,2
OG0025965,93,126,119,93,82
OG0025966,1881.447,1660,2470.103,1867,984
OG0025967,624,401,732.087,520,210
OG0025968,5,1,6,2,0
OG0025969,446,294,502.188,392,78
OG0025970,93,11,95,78,21
OG0025971,5,1,10,19,0
OG0025972,481,413,447,327,911
OG0025973,614,389,624.995,416,128
OG0025974,21,11,32,27,2
OG0025975,66,83,39,43,16
OG0025976,776,405,909,619,209
OG0025977,93,95,148,86,49
OG0025978,536.928,332.605,264.616,1276.472,167.943
OG0025979,0,9,0,0,14
OG0025980,0,58.94,0,0,47.953
OG0025981,4723.897,3952.797,5953.6,2955.367,1665.606
OG0025982,122,100,109,77,98
OG0025983,1081.915,131,595,314,6
OG0025984,217,210,231,129.044,189
OG0025985,193.004,107,215.001,156,27
OG0025986,40,9,269,66,89
OG0025987,199,102,104.098,52,48
OG0025988,14.679,2,13,15.611,0
OG0025989,0,62.845,0,0,69.763
OG0025990,156.469,39,159,99,25
OG0025991,0,94.978,5,0,101.274
OG0025993,0,104.406,0,1,156.329
OG0025994,83,85,112,73,22
OG0025995,0,19,0,0,11
OG0025996,1394.837,918,1369,922,619
OG0025997,45,7,38,15,5
OG0025998,0,591.516,2,4,594
OG0025999,211,222,244,122,24
OG0026000,1416.008,903.165,1704.999,1153.627,383
OG0026001,0,109,1,1,171
OG0026002,175.034,366,107,71,63
OG0026003,118,115,169,89,82
OG0026004,244,31,56,16,5
OG0026005,0,0,5,2,0
OG0026006,0,252.089,1,7.001,310.064
OG0026007,14,8,35.812,54.078,0
OG0026008,0,120.022,0,2,142.754
OG0026009,12,17,5,9,13
OG0026010,0,17,2,0,33
OG0026012,738,599,804,588,346
OG0026013,20,2,7,16,15
OG0026014,0,13,0,0,13
OG0026015,104,96,65,49,75
OG0026016,0,6.528,0,0,4.005
OG0026017,85.531,50,70,45,22
OG0026019,21,2,19,30,0
OG0026020,0,161.157,0,2,148.371
OG0026021,70,77,63,29,32
OG0026022,25,12,16,16,21.042
OG0026023,575.725,290,305,233,68
OG0026024,12,5,23.056,23,0
OG0026026,330.132,232,304,318,196
OG0026027,231,165,242,155,84.64
OG0026028,64,70,103,59,27
OG0026029,102,81,119,90,45
OG0026030,62,22,79,72.981,17
OG0026031,81,50,85,92,21
OG0026032,291,223,285,239,79
OG0026033,16,211,78.047,375,105
OG0026034,525,450,517.618,443.997,226
OG0026035,36.258,46.838,56.719,31.466,12.033
OG0026036,0,135,1,0,151
OG0026037,870,825.756,824,753.011,414
OG0026038,3,0,14,3,0
OG0026039,0,38,0,0,40
OG0026040,669.125,834.352,1182.74,683.646,498.094
OG0026041,163,112,155,78,61
OG0026042,466,464.407,397,254,95.002
OG0026043,118,74,137,69,44
OG0026044,41,16,32,22,11
OG0026045,0,56,0,1,67.727
OG0026046,477,392,501,266,208.264
OG0026047,0,5.026,0,0,5.033
OG0026048,130,119,103,90.065,100
OG0026049,111,120,112,87.998,60
OG0026050,240,180,321,139,133
OG0026051,0,28,0,0,29
OG0026052,0,275,3,2,250
OG0026053,3,0,23,0,0
OG0026054,5,2,4,3.994,0
OG0026055,466,257,540,335.049,84
OG0026056,25,13,16,20,9
OG0026057,0,64,0,2,89
OG0026058,50,86,64,39,34
OG0026059,16,3.013,20,34.49,0
OG0026060,0,136,0,0,218
OG0026061,98,95,103,56,24
OG0026062,347.869,269,324.869,125,207.851
OG0026063,0,141.749,0,2,259.494
OG0026064,0,0,0,0,11
OG0026065,143,140,123,72,83
OG0026066,1,0,0,0,27
OG0026067,455.009,343,363,476,125
OG0026068,101,102,95,19,9
OG0026069,194,116,181.132,159,72
OG0026070,590.882,352,491,455.87,379
OG0026071,212,115,246,170,177.2
OG0026072,44.002,22,25.399,15,31
OG0026073,22,16,26,17,4
OG0026074,121.735,32.941,170.537,167.433,0
OG0026075,0,256.455,0,2,297.956
OG0026076,0,258,2,2,334.633
OG0026077,52.123,26.348,42,24.004,9.002
OG0026078,532,229,305.002,158,42
OG0026079,80,52,99,66,14
OG0026080,1207.008,702,1374.831,885,413.641
OG0026081,131,65,76,11,59
OG0026082,11,14,10,6.005,7
OG0026083,23,16,22,16,23
OG0026084,1,0,0,2,87
OG0026085,184,215,198,119,124
OG0026086,13.104,307.385,7.796,7.017,115.775
OG0026087,78,49,55,46,87
OG0026088,111.62,17.233,96.371,143.86,0
OG0026089,2,244.201,2,0,337.126
OG0026090,140.431,236,108,109,53
OG0026091,129,91,111,88,59
OG0026092,0,36,0,0,67
OG0026093,1519,603,1508.003,955,718
OG0026094,1,199.995,2,0,244.936
OG0026095,0,22,0,0,43
OG0026097,1,86,0,0,114.451
OG0026098,491,446,571,380,425
OG0026099,236,224,325,238,54
OG0026100,0,26,0,0,14
OG0026101,0,294,2,3,368
OG0026102,244,175,226,171,48
OG0026103,77,99,65,74,47
OG0026104,0,46,0,0,54
OG0026105,2,2,2,4,0
OG0026106,2878.048,986.656,2104.002,1992.297,1152
OG0026107,69,119,92,45,64
OG0026108,0,147.647,0,4,189.703
OG0026109,656,381,414,445,1094.535
OG0026110,76,8,32,29.996,0
OG0026111,0,230,1,2,279
OG0026112,0,30,0,0,16
OG0026113,0,109,1,0,108
OG0026114,494,393,476,339,445
OG0026115,35,9,69.522,19,4
OG0026116,45,87,47,16,158
OG0026117,2248.893,1903.001,2912.888,2225,1061
OG0026118,29,46,27,11,20
OG0026119,1198.324,707.237,963.024,1181.307,795.016
OG0026120,821.396,713,669,485.999,265
OG0026121,95,68,67,80,54
OG0026122,0,252,1,3,343.638
OG0026123,0,107.691,2,3,149.113
OG0026124,110,107,110,105,36
OG0026125,1716.488,1041,1473.728,1274.654,524
OG0026126,0,4.815,0,0,0.997
OG0026127,32.008,12,45,60.057,0
OG0026128,136,98,79,71,62
