OG,Ofav_1,Ofav_2,Ofav_3,Ofav_4
OG0004643,202.301,221.123,69,243.463
OG0004644,481.077,330.449,242.148,529.082
OG0004645,517.001,528,390.301,705.577
OG0004646,289.317,491.265,125.127,294
OG0004647,609.951,235.127,143,438
OG0004648,851.02,925.444,400,784.995
OG0004649,61,201,101.999,378.373
OG0004650,379,498.692,195.013,424
OG0004651,215.002,217.471,91,166
OG0004652,15,11,24,6
OG0004653,162.395,115,59,120
OG0004655,219.15,190,27.108,33.973
OG0004657,174,120,232.997,119.003
OG0004659,455.833,336.182,159.008,332
OG0004660,475.002,447.914,351.001,422
OG0004664,1200.84,1868.331,841.971,2154.899
OG0004665,733.673,451.032,208,743
OG0004666,432,608,376,1214.448
OG0004667,0,0,5,0
OG0004668,187.189,157.353,68.857,122.067
OG0004670,45,61,68,31
OG0004671,405.48,390,105,357
OG0004672,248.309,238.159,366,165
OG0004673,105,93.219,66,76
OG0004674,361.65,246.503,236,244.539
OG0004675,54,38,16,35
OG0004676,1254.329,1203.149,683.977,1488.599
OG0004677,650.001,964.891,408.89,841.82
OG0004678,233,784.998,69,194
OG0004679,525.643,883.705,316.903,463.616
OG0004680,531,646.007,735.278,470.091
OG0004681,619,1002.721,230,9508.282
OG0004682,150,163.941,172.223,315.27
OG0004683,326.514,263.228,523.97,208.515
OG0004686,328.746,174,136,168
OG0004687,12,7,22,11
OG0004688,161.784,372.616,141.425,299.117
OG0004690,621.945,583.171,553.123,630.258
OG0004691,419.012,426,234.139,379.628
OG0004692,1715.673,1512.009,567.805,1417.766
OG0004693,277.55,306.476,542.404,250
OG0004694,658.482,482.802,127,788.808
OG0004695,526.698,863.763,299.294,792.56
OG0004696,121.107,204,100,233
OG0004697,310,323.245,173,364.011
OG0004699,37,34.043,70.999,22.945
OG0004700,1477.161,1076.822,1288.9,1192.699
OG0004701,1391.477,1138.143,1283.578,1789.816
OG0004702,107,106,21,100.967
OG0004703,381.735,313.977,189,621.346
OG0004704,782.948,1030,297,1410.554
OG0004705,282.407,225,222,382.634
OG0004706,300,226,70,533.644
OG0004708,1219.48,1614.429,778.003,2113.779
OG0004709,155,94.765,38,57
OG0004710,516.184,382,167.677,259
OG0004711,239.857,201.19,72.288,186.033
OG0004712,2,7.42,3,4
OG0004713,2378.401,2355.011,1018.757,2941.011
OG0004714,274,295,105.235,277.08
OG0004715,448,502.065,190,341.027
OG0004716,286,328.904,220.122,328
OG0004717,286.986,263,151.168,246.968
OG0004718,1251.674,1222.191,1091.623,1397.915
OG0004719,2346.023,1640.981,970.8,13054.597
OG0004720,208.904,199.947,366.212,143.848
OG0004721,346.421,373,213.727,370
OG0004722,403.005,295,210,414
OG0004723,335,343,172.05,230.885
OG0004724,205.142,318.212,124,340.984
OG0004726,607,718.291,390.296,969.998
OG0004727,1193.441,1521.787,521.97,1592.025
OG0004728,1089.821,875.515,616.92,980.577
OG0004729,566.296,533,287,706.67
OG0004730,2,7,1,0
OG0004731,210.995,265,446.56,187.25
OG0004734,261,238.218,505,192
OG0004735,186.133,183.155,69.24,156.767
OG0004736,225.126,134.815,37.478,68.713
OG0004737,48.055,107.009,40.271,138.876
OG0004738,282.389,275.223,75.052,307
OG0004739,547.651,224.343,97.161,190.114
OG0004740,4,7,0,1
OG0004741,392,596.278,182,757
OG0004742,629.287,829.969,430.905,1755.188
OG0004743,90.242,63.121,60.575,111
OG0004744,221,263,97,239
OG0004746,995.749,1386.237,835.793,1297.553
OG0004747,26,38,16,52
OG0004748,1761.698,1554.734,1282.012,1984.364
OG0004749,728.361,1029.675,273,967.979
OG0004750,584.001,889.009,347,2071.102
OG0004751,198,157.78,45,235
OG0004752,90.123,98,189.09,79
OG0004753,59,80,148,64
OG0004754,541.105,537.631,280.262,574.825
OG0004755,306,586.83,201.325,292
OG0004756,813.02,899.623,316,478.613
OG0004757,629.073,660.137,245,734.329
OG0004759,1324.266,1006,397.067,1362.005
OG0004760,182.001,155.96,35,187.786
OG0004761,325.005,246,115.1,259.099
OG0004762,157.663,180.454,319.4,155.779
OG0004763,950.816,251,93,240.386
OG0004765,454.899,446.325,362.334,493.04
OG0004766,493.995,621.927,264.235,534
OG0004767,398,572.997,270,1027.15
OG0004769,5318.717,3711.693,8027.863,15559.525
OG0004771,176.278,245,161,396
OG0004772,652.971,653.001,174.817,673.532
OG0004776,248.002,267.417,475.09,184
OG0004777,831.973,1107.525,499.029,884.474
OG0004778,610.539,491.638,152.76,586.768
OG0004779,402.996,353,153.396,349.003
OG0004781,1178.172,1400.836,683.765,1155.026
OG0004783,1786.61,1783.269,559.653,1128.564
OG0004784,462.262,450.015,199,310.398
OG0004785,179,201.41,93,490.007
OG0004786,1034.582,1803.185,2531.802,2482.233
OG0004788,775.7,719.826,651.755,783.922
OG0004790,249,356,131.197,259.011
OG0004791,380,451,166.99,349.168
OG0004792,17,3,1,6
OG0004793,244.964,338.549,578.769,287
OG0004795,311,457,98,436
OG0004797,301.729,614.856,235.903,601.284
OG0004799,302,641.512,356.318,851.658
OG0004800,471.653,420.606,202.897,824.806
OG0004801,19,17,50,22
OG0004803,275.482,215.24,195,305.421
OG0004804,1064.587,901.253,395,1203.97
OG0004805,408,321,183,352
OG0004806,282,297,114.001,176.001
OG0004807,1729.992,2374.925,1442.457,2168.459
OG0004808,279.284,193,161,429
OG0004809,667.002,761.014,334.002,730.399
OG0004811,12,8,5,11
OG0004812,47,77,107,61
OG0004813,309.776,185.263,172.962,211.919
OG0004815,322.368,328.674,108,359.552
OG0004816,427.002,585,154,470
OG0004817,127,186,289,146
OG0004818,603,538.919,284,624
OG0004819,459.316,313.591,276.529,398.018
OG0004820,558,526.82,192.372,690.998
OG0004821,1736.78,2052.19,708.684,2314.038
OG0004822,505,289.006,164.033,346
OG0004823,301.286,367.141,122,246.553
OG0004824,626.349,1012,669.002,896.48
OG0004825,1249.85,1191.803,1243.577,1242.677
OG0004826,119.781,506.543,155.915,156.869
OG0004827,264,187,392.074,158
OG0004828,1800.626,1712.915,721.444,2266.844
OG0004829,437.01,636.368,201,544.058
OG0004831,5.055,2,1,5
OG0004832,1017.925,784.057,776.986,947.321
OG0004833,348.34,409,192,377.713
OG0004834,672.048,603.002,477.642,654.842
OG0004835,283,230.002,69,229
OG0004836,15,11,1,22
OG0004838,257,244,123.09,423.297
OG0004841,509,425.028,125,658.016
OG0004843,886.928,861.554,417.002,712.702
OG0004844,753,746.789,276,600
OG0004845,1883,1547.749,948.315,2675.478
OG0004846,149.808,210,391.908,164
OG0004847,1463.066,1579.169,650.403,1825.296
OG0004849,352,229,137,614.244
OG0004850,2149.96,1540.84,587,2093.298
OG0004851,979.576,679.368,619.053,816.165
OG0004853,143,110.087,51,145
OG0004855,1142.947,939.011,592.866,1346.692
OG0004856,294,337.473,131,325.002
OG0004857,15269.039,43470.854,13736.771,11888.604
OG0004858,1324.172,1495.047,742.786,1606.609
OG0004859,1093.118,515,278,1098.998
OG0004860,524.778,1003.961,444,923.637
OG0004861,2,3,0,0
OG0004863,1246.02,847.814,756,940
OG0004864,1503.49,1433.737,1032.399,1380.701
OG0004866,735.665,939.991,416,1077.848
OG0004867,660.775,575,246.147,442
OG0004868,424,282.642,242.005,359
OG0004869,1070.545,907.808,444.503,1511.563
OG0004870,2059.817,2074.097,996.986,2094.669
OG0004871,1243.512,904.517,316,1188.195
OG0004872,2552.497,2835.955,1158.925,3361.513
OG0004874,296,244,336.293,1184.095
OG0004875,218.007,295.635,213.235,170.991
OG0004876,365.001,429.917,641.964,409
OG0004877,586,649,254,832.665
OG0004878,344.438,335,571.404,246
OG0004879,0,0,22,7
OG0004880,114,120,170.444,69.793
OG0004882,3,10,1,9
OG0004883,17,15,24,13
OG0004884,8,7.065,14,12
OG0004885,508,511.904,843.757,398.195
OG0004886,4,1,3,5
OG0004887,1,4,7,3
OG0004888,3,2,8,1
OG0004890,212.244,230.107,600.973,232.001
OG0004891,52,47,110,49
OG0004892,454.348,421.138,821.911,386.679
OG0004893,819.137,782.391,1124.985,493.998
OG0004894,25,23,54.069,27
OG0004895,575,612.213,1006.69,408.73
OG0004897,438.002,539.718,158,742.845
OG0004898,10,11,16,2
OG0004899,6,4,1,5
OG0004900,192.727,164.228,419.536,91.173
OG0004901,40,32,76,43
OG0004902,18,37,76,31
OG0004904,4,5,9,4
OG0004905,230,266.001,392.126,201
OG0004906,4,4,10,6
OG0004907,11,16,13,8
OG0004908,11,8,28,8
OG0004909,1517.793,1184.438,777.418,1869.048
OG0004910,20,5,23,9
OG0004911,1026.751,798.273,1481.894,552.475
OG0004912,97,69,137,51
OG0004913,34,54,88,39.056
OG0004915,31,43,82,59
OG0004916,722.001,622.835,1101.718,485.255
OG0004917,40,28,63,27
OG0004918,8,8,18,9
OG0004919,645.296,513.471,712.952,322.001
OG0004920,867,825.397,1603.531,659.632
OG0004921,3,2,12,1
OG0004922,141,129,107.002,93
OG0004923,603.74,608.232,1045.98,497.298
OG0004926,1414.839,1213.844,2068.787,968.018
OG0004927,55.596,128.591,7.711,34.795
OG0004928,369.278,371.972,714.032,289.008
OG0004929,64.789,19.27,8.498,715.051
OG0004930,2439.549,2851.022,1097.996,2159.184
OG0004931,5,12,4,21
OG0004932,741.273,721.409,1425.069,531.069
OG0004933,5,9,20.001,3
OG0004934,367.72,389.084,802.349,417.997
OG0004935,65.165,77,36.999,59
OG0004936,34.875,9.459,30.197,10
OG0004938,564.536,455.146,964.11,433.187
OG0004939,5,2,1,10
OG0004940,4.587,6.242,4.627,2.184
OG0004943,0,3,1,4
OG0004945,2,1,0,1
OG0004947,22,48,34,39.01
OG0004949,303.424,229,147,458.52
OG0004950,40,48,25,87
OG0004951,108,109,44,92
OG0004952,70,76,20,81
OG0004953,58,61.953,113.101,42
OG0004954,211,198.252,354.002,173.13
OG0004956,442,476.197,802.996,377.002
OG0004957,416,496.756,168,324
OG0004958,358,478.011,411.815,404.265
OG0004959,145,157.233,306,162.019
OG0004960,164.735,161.001,283.988,108.071
OG0004961,19.96,9,2,6
OG0004963,361,481.168,296.034,444.996
OG0004965,324.403,488,107,379
OG0004967,10,17,4,8
OG0004969,240.244,349.475,470.42,254.811
OG0004970,3,5,2,15
OG0004971,393,318,162,412
OG0004972,116.163,162.42,260.001,77.395
OG0004973,200.872,184.297,318.346,114
OG0004974,6795.684,7502.094,4787.456,8888.736
OG0004976,786.997,849.652,641.458,757.788
OG0004977,8,2,0,2
OG0004978,2099.155,2175.154,4220.326,2397.615
OG0004980,133,138,260.021,100.002
OG0004981,21,21,15,25
OG0004982,643.506,644.7,1062.939,442.015
OG0004983,292.44,301,151,304.987
OG0004984,6,0,2,5
OG0004985,470.967,425.116,717.851,293
OG0004986,594,724.629,1409.653,699.076
OG0004987,51,44,35.005,24
OG0004988,320,282,290.318,303
OG0004989,39,34,15,14
OG0004990,384,377,373.672,456
OG0004992,630.139,678.197,943.646,486.908
OG0004993,662.622,692.49,1042.063,492.838
OG0004995,401.128,379.842,569.002,325
OG0004996,78,74,31,40
OG0004997,395,384.31,721.195,387.997
OG0004998,167,323,354.362,217.449
OG0004999,109.01,174.077,268,131.64
OG0005000,6.392,4.761,3.092,2.249
OG0005001,279.992,250,465.16,207
OG0005002,10,1,0,6
OG0005003,1045.943,871.592,1633.047,669.88
OG0005005,21,26,60,17
OG0005006,180,136.21,669.493,883.996
OG0005008,31,26,50.105,24
OG0005009,187,194.231,300.771,130
OG0005011,2531.402,3016.896,5511.617,3051.997
OG0005013,132.943,168,295.171,121.054
OG0005017,22,10,3,17
OG0005018,1,0,2,2.003
OG0005019,39.999,75,29,23
OG0005020,327.839,257.665,372,147
OG0005021,247,659.848,107,263
OG0005022,195,183,268.006,116
OG0005023,15,28,5,4
OG0005024,450.759,389.459,214.163,393.829
OG0005025,276.885,352.548,454.648,219.33
OG0005026,11,6,1,3
OG0005027,1041.621,1047.503,1791.562,768.81
OG0005028,428.605,339.614,617.387,254
OG0005029,28,14,4,13
OG0005030,600.753,755.41,1563.945,965.058
OG0005031,66,141,123.195,207
OG0005034,52,68.178,63.001,121
OG0005036,1496.408,787.817,360.726,2753.59
OG0005037,7,3,0,4
OG0005038,794.826,647.816,1113.178,458.661
OG0005039,0,4,0,3
OG0005040,45,47.001,69,27
OG0005041,11,6.034,23,13
OG0005042,132.044,235,67,260.207
OG0005043,33,3,4,21
OG0005046,1.569,2,0,2.523
OG0005047,6,6,1,4
OG0005051,109,119,18,51
OG0005052,1427.988,1644.358,2937.941,1489.56
OG0005053,402,605.026,1080.092,694.632
OG0005054,218,256,113,198
OG0005057,2,1,3,0
OG0005058,73,116,39,90
OG0005059,523,412.129,439.579,427.999
OG0005060,1071.987,1676.179,240,1392.988
OG0005061,411,411,747.277,311.036
OG0005062,159.019,336.271,188.998,304.609
OG0005063,570.404,496.36,80,491.003
OG0005064,354,263,88,326
OG0005065,1273.805,2004.984,2006.247,1275.476
OG0005066,170,195.387,390.328,153.347
OG0005068,281.118,415.455,778.22,448.885
OG0005070,217.401,200.001,349.046,115.415
OG0005071,126,138,140,169
OG0005072,236.123,328.45,130,300
OG0005073,151.042,84,37,158.1
OG0005086,8.68,8.408,33,11.514
OG0005087,0,2,2,10
OG0005089,363,186.629,482.415,177.003
OG0005090,3.27,7.005,16.997,8.543
OG0005091,78,84,92.105,55
OG0005092,531,640.444,1198.483,559.153
OG0005093,91,91,167,67
OG0005094,1142.984,1193.9,314.573,1285.979
OG0005095,0,0,52,34
OG0005096,403.012,549.992,995.164,421.022
OG0005097,0,0,2,2
OG0005099,1,6,2.996,3.84
OG0005100,32,36,41,28
OG0005101,350,819.189,313.486,790.974
OG0005102,26,27,53.99,37
OG0005104,27,0,40.048,9
OG0005105,44,37,86,57
OG0005107,111,72.383,156,54
OG0005108,0,1,5,1
OG0005109,0,0,42,17
OG0005110,266.999,252,55,152
OG0005111,1116.892,937.935,1835.928,806.035
OG0005112,387.737,334.988,573.634,243.665
OG0005113,2,4,10,3
OG0005115,307.006,229.007,381.091,140
OG0005116,18,34,40,37
OG0005117,0,0,3,1
OG0005118,19,19,31.201,11
OG0005119,45,38.108,13,17
OG0005120,0,0,9,2
OG0005121,216.893,207,363,150
OG0005123,67,104,301.003,88
OG0005124,380.987,482.747,627.246,343.949
OG0005125,34,41.156,69.653,21
OG0005126,216.199,268,375.23,188
OG0005127,305.629,412.101,728.773,350.83
OG0005128,283.752,423.208,636.107,322.164
OG0005129,320,345.742,648.509,322
OG0005130,344,416.022,633.602,308.996
OG0005131,7.239,9.561,6.894,4.445
OG0005132,219,209,381.607,164
OG0005133,1,0,11,7
OG0005136,160.19,199.77,333,171.374
OG0005137,130,131,229.207,113
OG0005138,354,313.998,138.479,485.791
OG0005140,16.665,45,63.975,28.904
OG0005141,0,0,46.013,18
OG0005142,41,221.401,50,0
OG0005143,113,124,153.58,99.088
OG0005145,897.566,908,1236.955,576.054
OG0005146,289.447,239,77,352.176
OG0005147,528.79,595.893,1091.313,452.531
OG0005149,0,0,8,0
OG0005150,15,17,42,27
OG0005151,331.07,395.841,595.452,277.354
OG0005152,66,68,78,35
OG0005154,199,193,329.999,112.013
OG0005155,517.528,599.436,1069.462,436.997
OG0005157,412,377,235,711.424
OG0005159,112,154,238.273,101.937
OG0005160,25,34,56,26
OG0005161,217.069,141,324.05,114
OG0005162,103.151,174.647,86.93,108.558
OG0005163,1,2,1,8
OG0005164,67,98.049,192.378,106
OG0005165,7,8,9,8
OG0005167,21,36,40,18
OG0005168,782.18,774.446,339.228,709.311
OG0005169,192.053,159.5,308,118.006
OG0005170,255.966,300.084,512.255,240.268
OG0005171,708.456,640.122,396,1241
OG0005172,7.959,8.521,24.295,10.412
OG0005173,324,337.348,734.74,291.723
OG0005174,157,169,268.999,171.998
OG0005177,18,34,67,24
OG0005178,91.014,107,211,111
OG0005179,166,176,314.892,125
OG0005180,1665.708,1960.997,893.754,2634.297
OG0005181,0,1,4,4
OG0005182,16.99,15,40,23
OG0005183,84,57,13,68
OG0005184,48.329,67,48,56
OG0005185,14,15,24,6
OG0005186,2,8.912,10,6
OG0005187,109,32,71,28
OG0005188,20.683,12.938,3.296,11.733
OG0005189,369,405,796.947,372.675
OG0005190,803.872,622.609,1309.712,504.071
OG0005191,110,146,229.308,102.111
OG0005192,679.019,811.586,1500.404,712.208
OG0005193,15,19,26,18
OG0005194,80,66.636,129,49
OG0005195,294.006,313.546,181,166.999
OG0005196,119,92,198.898,50
OG0005198,382.689,331.677,693.997,351.013
OG0005199,106,52,101,46.001
OG0005200,279.135,231.386,459.993,194.858
OG0005201,16,19,20,17
OG0005202,8,13,13,5
OG0005204,115,180.297,268.925,110
OG0005205,60.83,66,104.218,66.205
OG0005206,59,64.615,149.61,46
OG0005207,6,8,6,0
OG0005209,16,9,19,6
OG0005210,142.007,156.628,279,134.19
OG0005211,206.289,261.509,76,220.033
OG0005212,502.239,607.508,943.732,470.911
OG0005213,11,11,14,7
OG0005214,139,126,216,110
OG0005215,5,9.582,24.01,2
OG0005216,46,42,69.031,38
OG0005217,204,210.05,450,232.995
OG0005218,1,21,11,9
OG0005220,75.292,101.242,25.319,39.679
OG0005221,4,3,6,0
OG0005222,33,40,93,37
OG0005223,139.01,145.012,320.698,160
OG0005224,5120.172,6545.136,2908.212,8976.559
OG0005226,11,4,18,13
OG0005227,359,423,783.592,344.995
OG0005228,281.35,345,706.77,295
OG0005229,12,12,18,9
OG0005230,41,39,64,34
OG0005232,23,11,26,14
OG0005233,288.007,318.201,602,265
OG0005234,0,0,9,8
OG0005235,359.988,437.215,700.005,368
OG0005237,93,108,58,142
OG0005238,79.011,114.012,181.301,74.304
OG0005240,2377.053,2316.48,768.392,1298.874
OG0005241,171,167.238,286.596,155
OG0005242,70.057,124.004,200.009,113
OG0005243,607.695,521.923,320.8,866.353
OG0005244,53,45,90.119,40
OG0005245,939.113,859.602,1604.941,596
OG0005249,258.724,208,98,334.013
OG0005250,21,16,42,17
OG0005252,276.006,278,552.414,282
OG0005253,142.42,120.27,285.602,139.63
OG0005257,167,124,51,99
OG0005258,44,59,93,63
OG0005259,290.997,203,391.188,124.071
OG0005260,831.454,698,270,710
OG0005261,195,204.022,326.581,185.001
OG0005262,1,8,2,3
OG0005263,102,140,158.665,108
OG0005268,58.003,46.882,111.025,37
OG0005269,174,231.57,486.373,205.999
OG0005270,16,12,36,19
OG0005272,11.999,4,25.001,9
OG0005273,15,17,21.502,14
OG0005274,107,98.537,182.997,65
OG0005275,908.934,1036.603,1848.795,1072.016
OG0005276,625.03,603.83,1093.74,357.112
OG0005277,61.898,72,127.011,55
OG0005278,78,87,132,51
OG0005279,124,103,60.101,301
OG0005280,170,190.995,368.999,228
OG0005281,191.16,159,302.978,123
OG0005282,14,12,28.37,7
OG0005283,15,20,24,21
OG0005284,338.056,300.546,556.273,310
OG0005285,601,475.394,804.359,278.366
OG0005287,79,89,185.435,90.422
OG0005289,106,131,308.696,137
OG0005290,16,126,36.536,6
OG0005291,5,1,0,5
OG0005292,187,147,300.376,89
OG0005293,1932.803,1287.092,656.638,1706.326
OG0005294,83,107,175.437,76
OG0005295,286,303.067,524.518,220
OG0005296,0,0,5,1
OG0005297,21,20,7,20
OG0005298,479.001,511.757,309.998,552
OG0005299,1084.954,1406.554,555.162,1578.573
OG0005300,130,158,267,121
OG0005301,556.485,535.534,293,1413.485
OG0005303,212.436,165.609,64.972,215.906
OG0005304,249.895,364.525,443.568,204
OG0005305,157.278,193,294.309,109
OG0005306,38,47,68,32.079
OG0005307,1,0,61,23.585
OG0005308,148.075,447.062,812.645,316
OG0005310,34,45.947,80.001,38
OG0005311,87,42,22,228
OG0005313,5,7,0,0
OG0005314,488.724,512,1092.59,541
OG0005315,227,152.14,391,114.004
OG0005316,221.972,441.528,349.981,564.629
OG0005317,16,22,36,14
OG0005319,0,0,16,10
OG0005320,85,101,176.018,83.359
OG0005321,1,0,34,12
OG0005322,489.11,632.523,984.352,470.68
OG0005323,2.602,4,6,8.254
OG0005324,389.975,479.378,810.826,372.107
OG0005326,532.873,506.323,965.066,369
OG0005327,138.356,104.014,198.038,90.692
OG0005328,0,1,3,5
OG0005331,8,10,21,4
OG0005332,132,177,269.785,158
OG0005333,839.092,913.42,1481.065,698
OG0005334,1529.274,1450.203,558.044,1465.004
OG0005335,280,368.036,539.081,239
OG0005336,349,227,472.07,143.136
OG0005338,47,50,81.073,36
OG0005339,3093.055,2765.392,1139.974,2611.16
OG0005340,73,70.967,131,70
OG0005342,485.457,452.846,967.61,351.148
OG0005343,112,73,196,60
OG0005344,312.1,421.259,620.783,334
OG0005345,1442.585,1427.353,511.024,1441.68
OG0005346,209,187.429,377.695,179
OG0005347,78,102.804,188.032,54
OG0005349,19,18,42,21
OG0005350,50,500,937.028,493.752
OG0005351,25,32,17.803,9.439
OG0005352,202,240.533,97,243.432
OG0005353,115,127.142,238.398,104.011
OG0005354,1673.51,1640.856,695.929,1761.112
OG0005355,32,65,78,44
OG0005356,21,18,23,14
OG0005357,107,129,242,96
OG0005358,0,0,35,0
OG0005360,5.014,7.268,16.543,14.117
OG0005361,238,167,76.131,187
OG0005362,1099,1155.617,618,1418
OG0005363,181.099,162.452,255,127
OG0005364,175,160,207.64,113.978
OG0005365,472.755,354,175,647.383
OG0005366,14,26,55,28
OG0005368,0,1,1,2
OG0005369,145,151,304,136.155
OG0005371,0,0,5,11
OG0005372,833.931,718.902,335.401,835.996
OG0005374,0,0,8,11
OG0005375,200,162,266.631,102
OG0005376,291.932,307,743.912,343.793
