OG,Past_1,Past_2,Past_3,Past_4
OG0029863,18.999,16.002,7.998,82.233
OG0029868,79,248.873,97.21,292.878
OG0029869,8,10.009,9.005,69
OG0029870,11,14.59,12,34
OG0029874,5.947,19.261,15,49
OG0029877,64,162.63,139,245.239
OG0029878,4,15.007,3.997,50
OG0029879,0,107.179,47,84.996
OG0029880,84,251.437,194,285
OG0029881,31,37.053,18,159.982
OG0029882,8,2.075,10,55
OG0029883,7,8.274,5,93.997
OG0029884,63,198.342,110.017,307.002
OG0029886,4,19.009,4,21
OG0029887,14,19.829,11,66.708
OG0029889,9,50.813,100,7
OG0029892,329,1091.653,489,1119.537
OG0029897,3,4,0,37
OG0029899,8,14.436,4,34
OG0029900,0.973,11.039,6,6.957
OG0029901,12.016,3,11,83.261
OG0029902,189,323.543,300,1116.558
OG0029903,34,47.973,64,222.102
OG0029904,2,1.065,5,14
OG0029906,7,35.662,10,140.786
OG0029907,22.999,85.198,75,80
OG0029908,7,7.02,18,36
OG0029909,3.947,0,1,20
OG0029912,2,5,4,35
OG0029914,6,22.582,6,52.082
OG0029915,2,12.714,5,46.996
OG0029916,0,13.094,8,86
OG0029917,57,77.145,101,351.517
OG0029921,1,16.1,8,31.002
OG0029922,47,116.544,103,386.129
OG0029925,6,21.638,11.381,26
OG0029926,1,4.967,0,7
OG0029927,9,11.43,6.805,55.175
OG0029928,8,4.408,8,28
OG0029931,6,0,1,18
OG0029932,12,32.955,13,66.02
OG0029934,2,12.087,4.998,18.004
OG0029935,2,17.976,1,14
OG0029936,7,3.002,0,14
OG0029938,1,8.399,4,31.664
OG0029939,7,7.218,4,27
OG0029940,4,7.001,7,73
OG0029944,17,16.272,9.048,108
OG0029945,41,78.054,28,235.7
OG0029949,6,10.748,8,63
OG0029951,2,10,4.995,15
OG0029952,0,1,0,6
OG0029953,5,12.037,6,45
OG0029954,4,4.761,5,20
OG0029955,1,11,3.13,21
OG0029958,33,43.28,33.926,56
OG0029959,93,358.964,122,434
OG0029960,7,7.936,7,17.973
OG0029961,72,210.034,181,150
OG0029963,9,10.077,3,68.185
OG0029964,3,14.003,6,103
OG0029967,3,1.022,2,9.994
OG0029968,5,8.055,2,45.998
OG0029970,0,6.531,0,21.257
OG0029971,29,63.714,42,253
OG0029972,7,19.068,10.999,27.013
OG0029973,0,3.609,2,15
OG0029974,95,167.899,58,257
OG0029977,1,4.873,1,6
OG0029979,4,11.004,4,10
OG0029981,39,38.495,24,179
OG0029982,10,40.563,22,144.034
OG0029983,13,26.279,15,87.96
OG0029984,17,59.023,46,136
OG0029985,6,10.325,3,28.001
OG0029986,5,17.002,4,31
OG0029987,19,18.978,6,52.439
OG0029988,35.682,104.866,65.166,92.116
OG0029989,1,8.359,4,14
OG0029993,79,262.068,118,579
OG0029994,81,191.254,150.792,1282.005
OG0029995,20,65.613,36.285,93.086
OG0030000,7.999,4.389,5,42.19
OG0030001,4,7.227,1,12
OG0030002,13.733,23.522,21,72.111
OG0030003,75,187.771,155,289.004
OG0030009,1,7.71,0,30
OG0030011,18.907,20.374,14.997,103.705
OG0030012,279.007,612.005,421.055,1604.61
OG0030013,17,50.446,32,109
OG0030014,4,4.836,2,23
OG0030016,7.435,43.911,32.997,144.87
OG0030017,3,7.049,16,56
OG0030018,39.634,49.034,36.34,190.835
OG0030019,3,11.997,1,21.684
OG0030022,3,6,5,29.847
OG0030023,3,5,3,25
OG0030025,2,4.002,4,2
OG0030027,18.824,25.456,22.987,91.476
OG0030028,50,104.052,68,1
OG0030029,14,56.038,29,108
OG0030031,10,33.562,15,2147.596
OG0030034,23,34.886,17.963,22.813
OG0030035,5,9.064,1,16.744
OG0030037,29,11.03,35,88
OG0030040,7,25.071,17.999,83.424
OG0030041,68,244.728,225.098,382
OG0030042,17,43.852,29,5
OG0030045,27,54.294,29,203.227
OG0030047,8,27.063,4,46
OG0030048,56,121.542,105,363.583
OG0030052,3,6.724,1,13.998
OG0030054,26,32.246,22,113.163
OG0030057,6,7.001,1,34
OG0030059,4,4.996,5,63
OG0030060,8,12.003,7,23
OG0030063,10.999,5.732,3,48.872
OG0030064,33,63.585,39.009,64.944
OG0030065,15,90.708,25,68
OG0030066,96.908,182.492,148.873,481.45
OG0030068,57,103.689,72.006,326
OG0030069,9,6,7,59
OG0030071,24,46.172,52,261.007
OG0030072,2.942,21.449,3,4
OG0030073,9.049,29.425,18,59.804
OG0030075,10,33.986,16,32
OG0030077,8,6,1,21.061
OG0030078,13,12.351,4,74
OG0030079,7,4.016,3,53
OG0030080,22.373,39.021,23.999,358.822
OG0030083,7,39.33,10,40
OG0030084,3,9.305,4,23
OG0030086,15,27.529,17,57.014
OG0030091,8,15.179,4,27.02
OG0030095,3,0,1,18
OG0030096,45.011,62.491,62.003,165.959
OG0030097,3,2,2,6
OG0030099,1,5.161,1,20.056
OG0030100,0,9.058,3,20
OG0030102,4,14.059,4,17
OG0030103,5,6.002,8,14.001
OG0030104,291,1025.408,357.124,676.535
OG0030106,10.999,25.31,11.999,59.009
OG0030109,798.001,1058.072,634.932,13252.042
OG0030111,115,232.82,181,795.986
OG0030113,16,58.183,14,147.058
OG0030114,385.665,1173.639,700,743.802
OG0030116,0,4.105,0,23.005
OG0030118,1,2.032,4,30
OG0030119,2,3.892,0,3.107
OG0030120,52,121.838,74,196
OG0030121,38.009,69.758,45,194.121
OG0030122,179,107.544,68,789.356
OG0030124,43.962,134.688,67.421,149.828
OG0030125,18,27.188,7,91
OG0030126,3,2,2,17
OG0030127,14.744,16.249,6.998,44.003
OG0030128,10.994,26.348,17,92.237
OG0030129,10.105,6,1,13
OG0030130,15,64.568,49,68
OG0030131,1,2,1,3
OG0030133,9,19.412,1,51.689
OG0030134,49.999,93.366,83.999,349.586
OG0030136,8.099,26.381,3.488,34.858
OG0030137,4,7.871,3,20
OG0030138,10,16.253,11,93
OG0030139,1,7.021,2,19
OG0030142,4,4.001,3,38
OG0030144,19,35.352,19,112.205
OG0030145,3,14.089,3,21
OG0030148,0,1,1,6
OG0030150,4,2,1,8
OG0030155,3,6.008,6,40
OG0030156,9,7.147,2,22
OG0030157,35,52.189,36,179.979
OG0030159,6,7.991,5,10
OG0030161,9,17.778,5,39
OG0030162,18,36.294,37,59.311
OG0030166,18,185.318,94,460
OG0030167,0,119.978,76,103.164
OG0030168,1,2.014,1,5
OG0030172,68,46.219,57,327
OG0030174,27,44.184,29,72
OG0030177,12,4.24,7,43
OG0030180,1,5.192,0,5.995
OG0030181,14,18.588,14,80
OG0030182,18,46.08,27,117
OG0030187,17,68.46,20,118
OG0030189,4,13.717,4,39.998
OG0030190,5,14.4,14,38
OG0030192,1,11.296,7,14
OG0030193,29,16.857,12,94
OG0030194,8,9.996,6,30
OG0030195,17,58.337,41,68.996
OG0030196,4,3.039,4,17
OG0030197,41,34.298,34,258
OG0030198,15.899,15.232,13.383,49.354
OG0030199,24,83.674,50.043,62.305
OG0030202,0,17.002,9,155.999
OG0030204,4,21.451,8,28
OG0030205,8,5.019,0,53.342
OG0030206,41.344,99.93,58.895,151.254
OG0030208,2,11.226,1,40
OG0030209,37,64.217,24,192
OG0030211,15,30.811,15,33
OG0030215,3,5,1,16
OG0030216,0,2.996,0,2
OG0030219,3,6,3,12
OG0030223,5,7.002,5,15
OG0030224,7,9.075,3,53
OG0030225,11,15.506,6,31.011
OG0030226,7,11.816,12,54.003
OG0030228,0,1,2,7
OG0030229,31,101.963,50,166.014
OG0030234,0,0,0,0
OG0030237,9,12.651,11,59.994
OG0030238,10,61.769,33,48
OG0030240,0,5.619,0,10.89
OG0030241,8,2.195,3,43
OG0030242,3,1,3,9
OG0030244,2,16.04,7,29.002
OG0030248,4,2.031,4,26.708
OG0030249,9,16.009,8,27
OG0030250,5,6,1,11
OG0030251,9.892,23.597,4,39.445
OG0030255,18,43.433,37.438,70.668
OG0030257,2,4.26,5,7
OG0030258,4,6.041,2,31
OG0030259,3,8.028,5,16.191
OG0030264,3,12.002,4,23
OG0030266,1,1,1,11
OG0030268,7,21.587,9,38
OG0030269,5,10.026,4.075,47.372
OG0030270,24,85.192,27.018,68
OG0030271,41,89.032,73,98.068
OG0030272,50,168.438,71,106
OG0030273,5,8,8,26
OG0030274,10,16.17,2,92.804
OG0030276,71,128.687,84,223.579
OG0030277,4,25.799,3,16
OG0030278,2,11.012,16,22.859
OG0030280,6,5,6,25.575
OG0030282,113,323.566,178,482.652
OG0030283,7,27.658,17,83
OG0030285,37.682,52.552,0.97,47.917
OG0030286,29,42.587,30,93.931
OG0030287,63,135.397,102,247
OG0030289,0,1,0,3
OG0030290,10.548,24.218,23.081,20.675
OG0030293,24.688,13.711,25,103.654
OG0030295,21,36.332,18.985,127.431
OG0030296,1,7,4,22
OG0030298,4.998,14.395,10,75.999
OG0030300,23,42.993,21.977,148.781
OG0030301,30,55.592,33,103
OG0030305,4,26.577,17,137
OG0030307,1,1,11,20.014
OG0030309,2,1.025,3,32.655
OG0030311,21,195.694,130,154
OG0030312,8,7.006,2,46
OG0030313,8,6,1,23
OG0030316,15,19.374,13,100.335
OG0030317,65,24,70,149
OG0030318,8.016,2.001,4.999,48.999
OG0030319,47,86.128,44,197
OG0030320,67.998,148.177,88.013,218.194
OG0030321,1,2.993,4,10
OG0030323,2,18.401,2,16
OG0030324,100,175.893,136,548.025
OG0030325,9,11.001,4,38
OG0030326,18,31.721,26,96
OG0030327,16.126,17.271,4,122
OG0030328,5,6.36,7,86
OG0030329,3,4.99,4.014,21
OG0030330,1,3,5,11
OG0030331,34,40.695,12.851,172
OG0030332,3,0,2,10
OG0030333,5,19.193,4,26.3
OG0030334,4,0,10.079,3
OG0030336,1,9.001,7,41
OG0030338,8,23,11.999,32
OG0030345,41,174.639,75,140
OG0030346,1,5,1.002,7
OG0030348,3,5,5,16.895
OG0030349,2.001,2,7,15
OG0030350,48,77.838,103,376
OG0030355,21,47.263,33,87
OG0030359,70,214.269,145,447.914
OG0030360,0,0,1,0
OG0030363,7,18.994,25,33
OG0030364,21,37.633,26.996,96
OG0030366,28,19.168,16,57
OG0030370,22,16.105,13,74.263
OG0030372,65,93.28,112.003,196.019
OG0030374,19,34.072,11,90
OG0030376,20,70.361,38.921,161.3
OG0030377,3,10.708,1,9.086
OG0030381,5,5.938,10,7
OG0030384,4,7.008,2.218,24.096
OG0030385,33,86.891,85,522.731
OG0030386,23.002,72.407,26.142,213.892
OG0030388,4,12.974,11,31
OG0030389,15.981,17.748,13.089,67.522
OG0030392,11,18,5,62.001
OG0030394,106,314.83,211.524,294.147
OG0030395,30,69.773,38.997,116.999
OG0030396,7,4.262,7,19.461
OG0030397,17,57.084,24,69.997
OG0030401,17,68.142,36,123.003
OG0030402,12,36.05,11,47.74
OG0030403,9,9.87,5,23
OG0030404,6,8.233,2,37.86
OG0030405,5,12.975,8,24
OG0030408,0,7.02,2,34
OG0030409,22.001,14.618,14,64.611
OG0030410,5,0,0,0
OG0030411,2,3,2,14
OG0030415,8,7.016,7,50
OG0030416,7,12.421,5,39
OG0030417,18,37.178,51,154
OG0030419,10,6.032,3,28
OG0030420,1,23.911,13,17
OG0030423,45.82,100.908,52.004,367.108
OG0030424,6,5.666,5,201
OG0030425,14,22.666,16,65.754
OG0030426,8,26.57,8,76.666
OG0030427,33,70.145,41,169.003
OG0030429,203.085,445.37,227.037,1270.246
OG0030432,25,31.337,41.006,212
OG0030433,70,52.488,42,147.006
OG0030434,2,20.603,10,44
OG0030435,3,7.011,1,13
OG0030436,2,4.056,3,11
OG0030437,1,7.987,1,22.761
OG0030439,2,16,7.119,21.008
OG0030441,148.139,424.66,156.043,375.976
OG0030444,26,40.795,27,116.115
OG0030445,39,95.812,31,132.215
OG0030446,26,58.23,55,440
OG0030449,69,142.534,121,149
OG0030450,44,116.18,42,165.46
OG0030451,8,12.434,2,29
OG0030452,3,7.188,1,13.993
OG0030455,5,28.496,11,48.493
OG0030457,23,39.98,21,199
OG0030458,4,5,10,18
OG0030460,4,3.014,4,16.025
OG0030461,31,80.227,52,114
OG0030462,2,4,1,11
OG0030465,12,18.056,2,61
OG0030467,30,27.761,20,105.998
OG0030469,5,2,8,26
OG0030472,2,0,4,6
OG0030473,11,24.12,13.004,72.032
OG0030474,16,110.756,70,295.003
OG0030475,8,24,45.848,67.016
OG0030477,6,10.002,17,29
OG0030478,1,4.004,2,9
OG0030479,4,5.021,3.002,31.546
OG0030480,192,542.807,328,551.64
OG0030481,0,4.993,6.346,14.006
OG0030482,50,75.314,67,170.021
OG0030487,20,47.343,65,243
OG0030489,14,59.234,24.001,34
OG0030490,23,53.78,36,209
OG0030492,0,6,0,22
OG0030493,13,23.027,10,106.861
OG0030494,4,6.132,4,24
OG0030495,1,5.143,1,3
OG0030496,7,8.003,2,34.966
OG0030497,15,19.482,13,103.927
OG0030498,12,20.107,24,97
OG0030500,16,21.175,13,72
OG0030501,15,41.588,15.89,42.542
OG0030502,12,30.884,6.914,62.754
OG0030503,5,8.993,8,28
OG0030506,7,37.914,28,27
OG0030507,5,10.181,3,25.885
OG0030509,0,2,4,14
OG0030511,7.015,5,3,16.929
OG0030512,21,24.381,25,88.601
OG0030513,5,6,3.002,10.001
OG0030514,4,8.013,3,35
OG0030517,2,3,2.01,26
OG0030518,7.969,32.947,13.414,43.648
OG0030519,11,26.54,15,11
OG0030520,27,19.56,26,171
OG0030521,7,10.168,2.986,43.393
OG0030524,1,8.004,2,16
OG0030526,0,5.017,2.012,8.15
OG0030529,2,10.002,1,3
OG0030530,16,47.414,15.001,64.637
OG0030532,3,2.002,3,18.949
OG0030534,2,8.108,7,49
OG0030535,37,77.494,53,103
OG0030539,6,12.171,11,65
OG0030540,5,1.017,1,31
OG0030541,19.846,66.417,49,68.97
OG0030543,8,17.227,9,59
OG0030546,10,14.642,8,28.96
OG0030549,3,11.588,6,118.998
OG0030550,3,8.491,3,21
OG0030551,26,100.925,45,160.68
OG0030552,166,396.513,284.817,439.319
OG0030554,39.431,66.374,53,185
OG0030555,78,224.412,134,292.366
OG0030556,8,8.356,9,26
OG0030557,2,9.216,4,18
OG0030558,40,152.058,70,273.367
OG0030560,2,2.881,6,30.523
OG0030561,5,8,4.296,24
OG0030564,0,9.335,8,35
OG0030566,3,7,1,17
OG0030567,5,18.693,5,25
OG0030568,23,37.477,33,178.999
OG0030569,16,40.352,14,63
OG0030570,14,60.696,33,68
OG0030571,191,524.056,334,908.461
OG0030573,5,14,7.326,44.968
OG0030574,16,28.802,14,56.999
OG0030576,13,24.347,15,73
OG0030577,1,2.998,0,11.656
OG0030578,17,46.199,30.516,70.042
OG0030579,1,10.751,3,14
OG0030582,13,23.14,6,121.338
OG0030586,1,3,2,15
OG0030587,16,20.106,19,143
OG0030588,11,22.191,6,81.993
OG0030589,9,8,6,38.999
OG0030590,26,18.844,30.853,140
OG0030593,94,61.067,24,126
OG0030596,0,0,1,4.999
OG0030597,1,3.07,2,3
OG0030601,21.253,18.972,21.784,110.974
OG0030603,0,2,1,6
OG0030604,48,50.542,21.989,172.996
OG0030605,4,13.667,8,34
OG0030606,0,11.785,9,52
OG0030607,8,10.621,1,22
OG0030609,3,2.827,3,16
OG0030610,11,17.646,12,61
OG0030611,18,21.9,22,104
OG0030613,116.092,404.853,202.928,218.011
OG0030615,69,167.142,90.17,280
OG0030616,12,56.584,49,78.167
OG0030618,51,127.614,44,153.944
OG0030619,39,108.375,59,96
OG0030620,24.013,65.847,38,66
OG0030623,0,0,2,3
OG0030624,6,1,5,14
OG0030626,5,14.655,2,13
OG0030629,2,30.102,8.083,21
OG0030630,1,10.082,1,2
OG0030631,37.892,78.534,43.759,175.986
OG0030634,2,4,1,12
OG0030635,0,3.998,0,3.998
OG0030636,0,1,0,12.999
OG0030637,21,65.087,52,199
OG0030645,0,4,8,25
OG0030646,27,102.986,45,123.797
OG0030650,1,3,0,15
OG0030651,4,7.023,14,38
OG0030652,0,30.165,0,0
OG0030654,4,4.004,3,19.463
OG0030658,21,65.06,38,53
OG0030659,13,35.482,26,82.001
OG0030662,42,100.744,61.976,159.924
OG0030663,23,49.258,33,143
OG0030664,201,704.978,373,437.605
OG0030665,104,290.724,178.742,148
OG0030666,43,118.983,78,212
OG0030667,43,224.038,107,321.998
OG0030668,35.011,93.758,54.977,99
OG0030669,10,17.052,11,31.993
OG0030671,9,17.497,14,58.716
OG0030672,13,40.694,33.999,143.667
OG0030674,1,5.005,6,15.995
OG0030675,1,23.832,4,27.481
OG0030676,19,19.907,24,98.705
OG0030677,4,9.002,16,19
OG0030679,9,3,1.998,21.996
OG0030681,1,2,2,7
OG0030683,37,29.719,13,88.513
OG0030685,9,15.932,11.002,38.883
OG0030686,0,34.16,16,63
OG0030687,16,19.389,17,66
OG0030689,11,68.911,33,136.399
OG0030690,16.266,21.686,4.022,64.745
OG0030691,8,14.689,2,56.611
OG0030692,6,8.796,3,11
OG0030693,1,2,0,10
OG0030694,12,13.881,15.794,25
OG0030695,4,10.512,4,46
OG0030697,1,2,5,0
OG0030698,8,16.002,11,20
OG0030700,10,13.251,2,53
OG0030701,11,26.014,5,20
OG0030703,24,27.19,23,153.014
OG0030707,3,6,3,17
OG0030709,12,20,14,74
OG0030711,6.82,12.411,4.314,17.998
OG0030713,8.353,8.814,6,39.462
OG0030714,49,81.463,53,342.956
OG0030715,13,40.207,5,19
OG0030717,4.487,6.007,4,10
OG0030722,66,245.686,105,272.002
OG0030726,7,16.291,8,54
OG0030729,10,9.362,18,43
OG0030730,105,285.15,235.999,499.331
OG0030732,22.999,58.623,37.339,104.986
OG0030734,9,16.453,13,58
OG0030736,15,0,20.368,148.446
OG0030738,0,3,0,36
OG0030740,4,18.568,5,19
OG0030741,60,185.595,89,488.001
OG0030742,29,83.458,80,282.009
OG0030743,46,140.186,49.006,285
OG0030744,0,1,1,0
OG0030748,17,27.582,11,104
OG0030749,59,65.595,48,4
OG0030750,3,14.002,6,68
OG0030751,22,18.892,21.786,19.062
OG0030753,4,11.044,6,35
OG0030754,16,20.553,20,130
OG0030756,4,12.442,6.994,52.602
OG0030757,2,4,0,12
OG0030758,14.038,22.065,21.949,121.467
OG0030759,7,7.103,5,38.41
OG0030760,7,19.352,18.965,31
OG0030762,5,23.531,10,57.019
OG0030763,0,11.974,5,27.037
OG0030766,70.01,236.064,131,242.03
OG0030769,31,46.068,51,60
OG0030770,44,43.61,47.061,134.72
OG0030771,17.603,27.346,13,138.111
OG0030772,2,3.577,0,12.916
OG0030773,1,2,1,9
OG0030774,3,2.995,2,18.001
OG0030775,4,9.986,0,9.381
OG0030776,19,19.791,12,50
OG0030778,4,17.001,10,38
OG0030779,1,0,0,5
OG0030781,53,98.254,56,144.026
OG0030782,21,79.796,25,105
OG0030785,35,64.424,39,80.242
OG0030790,2.628,13.675,6.86,12.999
OG0030792,10,22.412,8.007,43.087
OG0030794,0,1.998,0,2
OG0030795,15,215.152,95,47
OG0030796,4,16.381,4,25
OG0030799,23,79.597,61,194
OG0030800,339,739.663,460,1622.222
OG0030801,1,6.124,2,4
OG0030802,17.997,16.014,10,65.986
OG0030804,24,38.389,13,169
OG0030805,1,9,3,32.856
OG0030807,8.996,35.343,12,61.843
OG0030808,34.424,57.038,48.193,120.399
OG0030809,1,13.517,6,25.998
OG0030810,8,42.706,8,40.722
OG0030812,3,7,3,51
OG0030813,2,3.014,1.217,9.442
OG0030815,12,27.35,11,76
OG0030816,17,32.794,17,158
OG0030817,11,11.192,4,56.253
OG0030818,17,13.001,11,23
OG0030821,2,5.017,13,6
OG0030822,6,8.281,13,30
OG0030823,31,73.507,60,84
OG0030826,19,10.8,12,38.16
OG0030827,5,1,11,30
OG0030828,401,1761.89,1286.086,1358.055
OG0030832,2,2,6,21
OG0030834,7,24.499,9,51.999
OG0030835,6,7.75,5,136
OG0030837,8,23.75,14,65
OG0030839,6,12.163,7,51.265
OG0030840,8,38.259,16,36
OG0030843,51,34.083,20,180
OG0030844,16.858,9.007,13.001,74.139
OG0030848,0,5,0,18
OG0030852,9,10.198,8,49
OG0030853,60,128.162,102,475.097
OG0030856,13,10.068,6,52
OG0030857,108,177.113,130,382.602
OG0030858,1,3,6,23
OG0030861,4,3.001,2,11
OG0030863,12,29.602,24,40
OG0030864,22,29.087,17,128.067
OG0030867,2,14.207,3,8
OG0030869,3,6,7,4
OG0030870,9,49.577,68,398.026
OG0030871,0,3.018,5,0
OG0030872,5,24.626,10,84.206
OG0030877,21,20.049,8,87.28
OG0030878,39,160.729,107,154.945
OG0030879,7,3,8,18
OG0030881,7.943,3.001,22,82
OG0030882,4,7.002,8,48
OG0030883,16,19.01,23,51.818
OG0030884,4,0,12,97.251
OG0030885,32,87.412,48.292,86.542
OG0030886,28,8.095,5,75
OG0030887,15,8.29,9.99,63.999
OG0030888,1,6.024,2,7
OG0030890,8,21.549,21.239,25.941
OG0030893,51,14.05,64.005,236
OG0030898,14,30.081,23.002,34
OG0030900,16,9.768,13.435,88.183
OG0030901,12,16.004,5,77.956
OG0030903,1,7,3,8
OG0030905,123,352.136,212.912,288.961
OG0030908,0,7.105,8,6.999
OG0030909,6,16.826,20,21
OG0030910,214.738,43.111,60,77
OG0030911,0,9.315,3.999,11.107
OG0030912,81.375,177.338,109,226.997
OG0030915,1,7.743,10.899,15.457
OG0030916,17,29.094,14.005,142
OG0030917,7,5.37,8,59.082
OG0030918,2,2.031,1,25.192
OG0030920,17,23.568,9,79.996
OG0030922,58.941,69.391,45,267.622
OG0030924,3,6,6,17
OG0030926,56,103.217,77,141.016
OG0030927,13,6.658,8,52
OG0030930,1,9.048,1,25
OG0030932,16,39.945,29,44
OG0030934,77.986,99.497,88.029,354.217
OG0030935,74,60.474,46,267.017
OG0030936,12,13.317,5,111
OG0030937,26,36.262,26,130
OG0030938,4,9.006,4,20
OG0030940,5,3,0,5
OG0030942,8,13.101,8,54
OG0030944,11.991,6,11,76
OG0030945,3,4,6,21
OG0030946,14.861,41.75,20,177.563
OG0030954,4,4,5,68.152
OG0030957,9,5,10,7
OG0030958,2,10.242,2,19
OG0030961,6,4,3,29
OG0030962,119,269.102,213.001,679.559
OG0030966,5,15.091,3,50
OG0030967,16,10.007,30.481,166.328
OG0030968,95,293.022,155.88,282.01
OG0030969,188,658.412,384.862,277.17
OG0030971,13,39.025,17,76.015
OG0030972,21,21.296,9,78
OG0030973,3,23.842,3.966,23
OG0030974,1,6,0,11
OG0030978,17,32.238,19,114
OG0030979,5,15,15,56
OG0030983,7,18,21,58
OG0030986,0,6.006,3,15.994
OG0030987,6,11.584,12,25.47
OG0030988,433.95,1510.539,810.466,1369.009
OG0030990,52.998,64.575,39,235.949
OG0030992,11,13.36,4.997,40
OG0030993,4,3,9,54
OG0030994,155.26,339.943,203,515.896
OG0030996,137,256.851,68,245.987
OG0030997,18,54.991,17,83.999
OG0030998,0,0,2,8.775
OG0031004,8,15,7,27
OG0031006,51,79.883,33,162.134
OG0031008,10,22.205,7,46
OG0031009,14.999,26.126,20.917,77.893
OG0031010,541,1649.27,649.001,830.37
OG0031012,1,2.03,2,3
OG0031014,13,56.064,38,290
OG0031017,45,154.027,76,324.849
OG0031018,2,5.552,3,17
OG0031019,0,9.705,2,8.627
OG0031020,2,1,0,5
OG0031021,11,8,14.997,56.281
OG0031023,25,31.021,34,112
OG0031024,16,39.211,21,81.965
OG0031025,49.011,75.65,30.094,109.707
OG0031026,56,101.644,92,324.388
OG0031028,0,3.197,1,9.998
OG0031029,22,45.227,20,87
OG0031030,27,27.98,47,71
OG0031031,3,3,7,22
OG0031032,37,56.869,48,222.986
OG0031034,12,34.968,13,100
OG0031035,6,11.589,4,44
OG0031036,127,181.249,116,407.349
OG0031038,66,135.515,95.034,956.176
OG0031039,1,5.001,3,20
OG0031041,32.786,85.427,32,191.999
OG0031042,89,89.368,55.389,450
OG0031044,33,54.132,39,243.63
OG0031045,1,11.215,12,24
OG0031046,8,8.159,4,46.998
OG0031047,67,127.372,105.404,216.801
OG0031048,452.078,1389.676,711.744,606.694
OG0031050,17,49.077,20,70
OG0031051,9,23.636,26,93
OG0031052,4,7.005,5.086,26.189
OG0031053,34,137.042,136,128
OG0031054,9,8.208,11,100
OG0031055,187,506.574,399.689,392.057
OG0031056,26,91.151,41,120.001
OG0031057,2,7.015,1,0
OG0031058,2,39.159,24,1716
OG0031059,6,22.415,8,66.973
OG0031060,10,12.078,11,51
OG0031061,5,0,4,12
OG0031064,5,7.437,3,27.846
OG0031065,86,154.224,143.303,276
OG0031067,17,14.201,5,122
OG0031068,22,22.127,40,0
OG0031069,16,0,16,59
OG0031070,0,5.061,4.001,9.139
OG0031071,26,18.009,19,85.26
OG0031072,50,76.024,82,143.001
OG0031075,298,1020.657,720.017,1044.386
OG0031076,2,2.052,8,37
OG0031078,19,32.163,31,111
OG0031079,1,4.202,9,5
OG0031080,1.739,1,4,15.996
OG0031081,4.367,13.218,12.829,35.636
OG0031082,6.989,15.767,4,48.199
OG0031084,17,36.22,22,35.876
OG0031086,20,31.649,12,131
OG0031087,2,5.001,13,30
OG0031088,5,4.419,3,13.915
OG0031089,0,0,0,1
OG0031090,5,12.09,1,31.611
OG0031091,4,3,0,11.139
OG0031092,22,29.732,31,71
OG0031096,63,64.251,58.458,392.022
OG0031098,10,24.299,23,88
OG0031099,5,17.116,9,75.906
OG0031103,11,20.334,23,84
OG0031104,2,0,0,8
OG0031106,48,105.423,50,458.539
OG0031107,0,3.072,4,40
OG0031108,42,53.265,19.001,311.712
OG0031110,10.999,7.019,6,17
OG0031113,69,89.573,70.009,190.645
OG0031114,88.933,258.518,186.792,443.668
OG0031116,9.002,41.131,18,81
OG0031117,11,43.32,15,20
OG0031118,1,10.561,6,29.058
OG0031119,2,5.402,2,18.691
OG0031120,10,4,5,26.2
OG0031122,15,3,4,48.835
OG0031124,16,37.008,16,86.088
OG0031125,21,22.131,2,70.761
OG0031126,15,41.305,24,163.142
OG0031129,3,2.999,4.393,15.62
OG0031132,8,12.035,10,60
OG0031133,6,7.004,2.38,34.277
OG0031134,3,12.274,8,34
OG0031135,7,4.993,5,18
OG0031137,2,24.143,8,55
OG0031140,9.002,17.577,22,53
OG0031141,8.997,15.98,6.827,79.259
OG0031142,0,7,5,11.049
OG0031143,40,66.185,35,104.006
OG0031144,1,6,13,35
OG0031146,26,11.309,19,70.997
OG0031147,7,16.785,3,7
OG0031148,15,8.01,4,35
OG0031153,5,9.337,12,47.96
OG0031154,0,0,0,2.415
OG0031156,6,11.928,1,26
OG0031157,27,34.558,26.888,173.892
OG0031158,19,18.265,20,74.342
OG0031159,196.678,700.01,514.738,879.104
OG0031160,51,176.173,119.028,762.364
OG0031162,3,12.997,2,43.909
OG0031163,6,11.158,0.995,17
OG0031164,5,17.014,3,45
OG0031165,27,74.507,43,75.502
OG0031166,48,44.916,60,143
OG0031167,60,177.147,71,191.007
OG0031168,0,1,1,10
OG0031169,8,14.119,6,51
OG0031170,2,12.046,9,1
OG0031171,91,662.476,552.843,1015.001
OG0031172,63,253.944,102,515
OG0031174,133,300.108,85.004,269.008
OG0031175,28,63.291,40,320
OG0031176,21,31.275,30,338.225
OG0031177,7,49.513,10,35
OG0031181,0,4,2,29.876
OG0031182,10,17.13,20,83
OG0031183,26,53.464,34,205
OG0031184,20.999,19.304,13,76
OG0031185,6,25.032,68,109.001
OG0031186,31,46.771,33,178
OG0031188,88,235.869,168.998,332.031
OG0031190,11,13.617,7,58
OG0031191,16,42.415,201,488.011
OG0031192,67,127.158,97.018,153.228
OG0031193,2,6,8,44
OG0031194,40,63.156,47,175.981
OG0031195,5,7.002,4,69.169
OG0031196,3,6.048,2,34.91
OG0031197,4,5.787,1,30
OG0031198,580.772,2486.827,1033.468,1596.305
OG0031199,6,20.282,20.002,45
OG0031200,25.309,50.161,31,104.906
