OG,Ssid_1,Ssid_2,Ssid_3,Ssid_4
OG0006178,2574.944,3123.859,2486.092,2941
OG0006179,238.123,423,194.246,206
OG0006182,163,146.001,86.091,99
OG0006183,174,170,85.017,193
OG0006189,239.597,225,98,99
OG0006190,165,194,135,148
OG0006193,12,20,2,4
OG0006194,159,168,109,70
OG0006196,219,223,161,85
OG0006197,0,0,0,0
OG0006198,447.097,577,300,370
OG0006199,4,0,3,0
OG0006201,2456.006,2517.643,1647.947,2907
OG0006202,2373.003,2318.074,1083,1432.967
OG0006203,135,216,124,144
OG0006204,92,107,62,57
OG0006206,41,51,43,49
OG0006207,153,337,189,245
OG0006209,66,91,80,87
OG0006211,138,148,91,112
OG0006212,438.007,231,291.005,153
OG0006215,176,302,154,198
OG0006216,16,18,3,40
OG0006217,102.005,147,84,80
OG0006222,70,81,89,135
OG0006223,489.397,732,424.994,433.009
OG0006224,397,192,340,217
OG0006225,134,179,75.015,199
OG0006227,450,758,271.391,338
OG0006229,316,239,100,283
OG0006230,4,4,6,3
OG0006231,82,78,27,27
OG0006232,360,450,288.001,307
OG0006233,74,125,39,67
OG0006234,8,17,10,25
OG0006235,851.874,1025,571,610
OG0006237,3715.553,4517,2463.9,2496.126
OG0006238,1415.002,1459.19,892.401,1056
OG0006240,108,95,47,58
OG0006243,977.021,944.065,613,724
OG0006245,238,318,171,243
OG0006246,58,69,26,42
OG0006247,196,259,147,222.144
OG0006248,324.961,308,199,217
OG0006249,87,73,54,45
OG0006250,251,404.601,190,248
OG0006253,70,62,38,46
OG0006254,78,93,140,58
OG0006255,520.527,513,356,423
OG0006257,592.84,614,378,467
OG0006258,101,91,42,66
OG0006259,137,185,89,132
OG0006260,65,59,26,28
OG0006261,69,109,37,74
OG0006262,89,97,93,67
OG0006264,139.488,148,57,76
OG0006265,87,42,26,61
OG0006266,89,108,53,65
OG0006267,139.029,195,162,138
OG0006268,839.64,1077,597,834
OG0006269,34,86,81,58
OG0006271,6391.038,7619.506,3931.564,5105.214
OG0006272,18,47,26,23
OG0006274,480.147,613,307.005,449.979
OG0006275,76,89,38,57
OG0006276,34,15,24,28
OG0006277,582,809,375,469
OG0006279,30,21,22,20
OG0006280,44,57,37,56.999
OG0006281,37,31,40,38
OG0006283,49,81.988,42,32
OG0006284,27,18,16,26
OG0006285,430,645.001,254,379
OG0006286,1,58,0,0
OG0006287,178,239,114,142
OG0006290,170,452,200,183
OG0006292,952.705,1462.415,785.998,728
OG0006297,287,352,225,245
OG0006299,107,124,103,96
OG0006300,3,0,0,0
OG0006301,202,102,46,68
OG0006302,240,354,211,210.275
OG0006303,121,113,80,69
OG0006304,64,60,34,38
OG0006305,393,615,284.002,223.291
OG0006306,36,15,39,17
OG0006307,15,28,16,18
OG0006308,605.005,772.99,454,466
OG0006309,1597.75,1837.002,1105.435,1109.001
OG0006310,1187,1333,818,917
OG0006311,468,521,341,495
OG0006313,198,280,148,142
OG0006314,836,1142.104,940.985,807.162
OG0006315,929.994,989,631,1167
OG0006316,45,76,57,35
OG0006317,5,14,23,25
OG0006318,413,546.988,268.467,165
OG0006320,184,167,88,129
OG0006321,253.017,489.989,253.999,308.041
OG0006322,219,325.008,128,201.986
OG0006323,18,19,12,10
OG0006324,934,1169.996,737,700.999
OG0006326,139,141,112,60
OG0006327,157,266,76.004,111
OG0006328,691.001,1054,483,801
OG0006329,3,0,0,0
OG0006330,281,279.102,220,171.29
OG0006331,368,451,407,393
OG0006332,259,339,162,264
OG0006333,205,178,89,89
OG0006334,1353.803,1766.993,1550.998,1530.092
OG0006335,9,25,15,13
OG0006336,451,705,322,401
OG0006338,2,0,0,0
OG0006339,31,36,32,32
OG0006340,198,248,120,131
OG0006341,310.957,381,197,208
OG0006342,81,110,60,91
OG0006343,136,97,97,89
OG0006344,277,558,180.993,219.172
OG0006345,597,644,439.584,413
OG0006346,149,292.03,99.277,126
OG0006347,44,30,24,23
OG0006348,216,231,118,138
OG0006349,3289.549,4432.92,3329.737,1743.52
OG0006350,691,1405.205,568.75,762.003
OG0006351,51,97.266,56,30
OG0006352,69,137,65,58
OG0006353,166,234,126,147
OG0006354,110.992,184,117,88
OG0006355,85,96,228,71
OG0006358,264,725,782.002,298
OG0006359,115,175,137.291,112
OG0006365,52,52,39.004,51
OG0006366,52,99,32,63
OG0006368,82,92,47,57
OG0006369,130,183,53,54
OG0006370,34,79,20,17
OG0006371,135,151,75,70
OG0006372,1266.03,1264.615,645,842.993
OG0006375,92,146,60,36
OG0006376,809.117,847,480.832,548
OG0006377,332.773,603.843,222.001,239.492
OG0006379,153,173,99,100
OG0006382,183,241,131,200
OG0006383,107.003,146,64,104
OG0006384,202,316,207.722,191
OG0006385,6338.494,10195.911,5554.844,5549
OG0006387,1,5,4,2
OG0006388,600.804,646,356.819,392
OG0006389,169,170,93,163
OG0006390,85,55,22,25
OG0006391,1007.992,1179.46,592,712.996
OG0006392,113,109,370,794
OG0006393,3,4,5,10
OG0006394,362,550,200.783,342.306
OG0006396,206,259,120,196
OG0006397,464,719,289,359
OG0006398,1,1,1,0
OG0006399,99,66,35,49
OG0006400,194.022,158,107,253.015
OG0006401,128.002,232.522,127,145
OG0006402,158,678,163.312,241
OG0006403,45,75,56.959,56
OG0006404,100,99,39,55
OG0006405,913,906,475.023,523.001
OG0006406,247,344.002,175,242
OG0006407,181,246,106,130
OG0006409,149,151,160,147
OG0006411,612,1326,214,444
OG0006412,317,463.944,246,317
OG0006413,118,938.576,614,438
OG0006414,1468.027,1450.997,909.023,1200
OG0006415,3687.643,3514.121,1967.581,2440.768
OG0006416,70,113,47,61
OG0006417,232,248,195,187
OG0006419,1,1,0,0
OG0006420,152,203,73,110
OG0006421,1205.583,1433,738,972.075
OG0006422,176,299,122,147.979
OG0006423,9,12,10,12
OG0006424,257,270,163,235
OG0006425,105.528,154,72,82
OG0006426,19,10,8,23
OG0006427,376.998,524,214,277
OG0006428,158,388.021,215.276,189.997
OG0006429,57,45.201,19,29
OG0006430,335.213,220.743,457.934,272
OG0006434,1166.077,1415.055,631.01,730.444
OG0006435,275.001,253,146,195
OG0006436,415,457,178,227
OG0006437,0,0,13,0
OG0006438,413,264,140,154
OG0006439,212,249,75,117
OG0006440,212,287,229,211
OG0006441,256,401,185,224.895
OG0006442,270,404,191,255.152
OG0006443,2,0,0,0
OG0006444,227,221,157.212,179
OG0006445,661,822,505.108,530
OG0006446,333.963,355,222,244
OG0006447,1960.998,2100,1109,1650.053
OG0006450,118,158.408,96.04,137.428
OG0006452,80,88,108,147
OG0006453,160,268,148,183
OG0006454,188.002,313,192,255
OG0006455,129,148,108,193
OG0006456,213,267,100,137
OG0006457,58,82,41,62
OG0006458,1407.999,1767,1597.012,1595.967
OG0006459,65,97,24,71
OG0006460,2844.998,3022.647,1894,2978
OG0006461,179.455,191,102,117
OG0006462,149,155,91,93
OG0006463,796,817,416,495
OG0006464,24,65,23,19
OG0006466,33,58,34,38
OG0006467,2,9,1,29
OG0006468,656,973.86,577,511
OG0006470,1642.957,2388,1227,1587
OG0006471,2211,664,146,90
OG0006472,44,59,63.941,105
OG0006474,17,8,20,3
OG0006476,284,345.258,223,249
OG0006479,180.008,142,106,122
OG0006480,74,94,40,37
OG0006481,168,283,155,143
OG0006482,41,37,19,40
OG0006483,453,3201.017,1312.766,841
OG0006484,262,277,189,269
OG0006486,89,78,67,81
OG0006487,363.492,451.845,249,228
OG0006488,352,460,487,329
OG0006489,505,413,234,292
OG0006490,556.315,692,412.998,437
OG0006492,52,51,41,34
OG0006493,191,351,180,154
OG0006494,595.004,1014.394,632.024,574
OG0006495,1552,1410,1206,1493
OG0006496,1156.001,1634,844,1097
OG0006497,1324.872,1410,843,1327.068
OG0006498,85,92,28,42
OG0006499,318.187,575,393,465.918
OG0006500,76,84,50,61
OG0006501,2,6,0,2
OG0006502,569,555,190,500
OG0006504,114,119,64,66
OG0006505,390,311,223.809,288
OG0006506,118,176,50,79
OG0006507,59,42,18,30
OG0006508,860,1167,495,628
OG0006510,139,193,82,86
OG0006511,1244,2336.003,1049,943.366
OG0006512,124,149,117,89
OG0006513,58,103,71,61
OG0006514,814.236,1276,568,644
OG0006515,138,176,125,144
OG0006516,1216,1122,537,934.992
OG0006517,309,361,226,226
OG0006518,574.004,602,377.079,442.456
OG0006520,7876.051,11493.753,6955.353,7163.826
OG0006521,260,354,183.017,230.479
OG0006523,115,109,55,62
OG0006524,132,140,103,72
OG0006527,392,823,257,372
OG0006528,193,302,149,222
OG0006529,3,6,12,38
OG0006530,22,113,52,76
OG0006531,237,536,94,103
OG0006532,299,463,188,233
OG0006533,1327.998,2778,965.518,1284
OG0006534,467,673,330,606.034
OG0006535,308,368,322,442
OG0006536,9081.224,19615.61,3723.64,7479.338
OG0006537,270,358,161.993,249
OG0006538,144.006,180,105,173
OG0006540,84,108,61,35
OG0006541,294.726,313,306,254
OG0006543,1005.999,1331,775,885
OG0006545,472,598.029,269,261
OG0006546,33,31,25,21
OG0006547,119,130,93,67
OG0006549,456,424.011,181,294
OG0006550,701,956,701,667
OG0006551,804,923.203,563.247,793.016
OG0006552,221.002,202,124,188
OG0006553,124,232,125.983,137
OG0006554,49,43,38,36
OG0006555,336,404,190,299
OG0006556,353,404,224,372
OG0006557,1168.996,1236.747,950,1856
OG0006558,17,46,24,34
OG0006559,1259,1753,740,1077.326
OG0006560,1403.002,1697.825,592.025,797
OG0006561,707.656,1185,581.977,563
OG0006562,190.002,63,31,75
OG0006563,0,0,0,0
OG0006564,200,211,139,75
OG0006566,655,756,423,669
OG0006567,434.601,552.241,374.941,312
OG0006568,452,213,123,103
OG0006569,295,286,175,274
OG0006570,396,698,316,273
OG0006571,94,74,70,47
OG0006572,451,456,239,192
OG0006573,261,582,133,179
OG0006574,85,110,90.009,78
OG0006575,1431.349,1336.035,1082.947,1479.038
OG0006576,34,81,86,100
OG0006578,120,73,45,23
OG0006579,16,1,2,0
OG0006580,469.332,476,314.003,338
OG0006581,531.778,327,210.016,552
OG0006582,355.888,481.698,241,347
OG0006584,1909.735,2558.611,1376.94,1423.326
OG0006585,109,151.388,79,104.21
OG0006586,782,747.991,626.329,704
OG0006588,389,596,282,300
OG0006590,273,418.954,218.804,164
OG0006591,387,576.25,253,412
OG0006592,278,425,212,285
OG0006594,72,69,29,54
OG0006595,21,26,11,17
OG0006596,180.003,279.761,123,137
OG0006598,27,116.035,59,50
OG0006599,33,28,19,21
OG0006600,79,82,70,89
OG0006601,361,379,401.002,507
OG0006602,230,238,165,181
OG0006603,408,642.068,298,388
OG0006605,344.201,795,278,831
OG0006606,1196.083,1804.075,649.32,739
OG0006607,279,226.423,150,183
OG0006608,87.037,124.572,65,59
OG0006609,324,350,198,228
OG0006610,208,438,382,365
OG0006611,180.679,224,145,205
OG0006612,86,77,54,110
OG0006613,64,121,57,59
OG0006614,125,168,92,106
OG0006616,304.964,241,253,278
OG0006617,160,147,77,104
OG0006618,176,243,113,84
OG0006619,751.669,1054.249,507,586.481
OG0006620,1217.058,1168.862,837,944.001
OG0006621,28,43,37,51
OG0006622,51,50,43,28
OG0006623,669,935.917,490,559.002
OG0006624,26,39,19,19
OG0006625,318,489,233,322
OG0006627,187,247,129.074,219
OG0006628,171,182,102,101
OG0006629,3175.014,3878.081,1504.004,1877.564
OG0006631,50,96,64,72
OG0006633,181,147,142,405
OG0006635,377,517,209,233
OG0006636,148,250,124.999,125
OG0006637,530,670.164,360,403
OG0006639,83,117,40,113
OG0006640,430.989,534.569,189,244
OG0006641,362,371,264,368.461
OG0006642,212,330,165,191
OG0006643,75,134,73,60
OG0006644,325,531,213,329.01
OG0006645,93,217,130,149
OG0006646,2265.988,3328.669,1803.995,2371
OG0006647,603,574,326,397
OG0006648,0,3,0,1
OG0006649,761,1899,514.937,599.306
OG0006650,543.714,703.524,373,507.002
OG0006651,698,810,416,712
OG0006652,744,1070,676.989,711.041
OG0006653,349,384,241,293
OG0006654,2070.902,1239.282,878.446,1205.613
OG0006655,107,182,99,60
OG0006656,434,569,260,341
OG0006657,717.226,998.579,617.059,582.954
OG0006659,441.257,427,293,310
OG0006660,147,137,101,96
OG0006661,43,54,44,39
OG0006662,323,276,183,207
OG0006663,32,55,48,39
OG0006664,6,13,15,5
OG0006666,689,1174.198,631,1236
OG0006667,775,935,512,640
OG0006668,250,325,156,168
OG0006669,457,855,306,316
OG0006671,12,613,55,98
OG0006672,406,398,328,210
OG0006673,113,274,60,79
OG0006674,75,100,83,51
OG0006675,172,284,153,118
OG0006676,85,104,64,109
OG0006677,1730.683,1827.76,1372.139,1434
OG0006678,538.178,528,216,682
OG0006680,343.008,899.005,291,281
OG0006681,435,479,279,307
OG0006682,1152,1204.988,652.049,775
OG0006683,2444.992,3502.864,1588.238,2059.776
OG0006684,116,70,104,69
OG0006685,8,67,29,33
OG0006686,1235,1379,714,920
OG0006687,986.922,1071.01,587.177,690.069
OG0006688,168,170,120,64
OG0006689,1513,2099,1076.863,1206
OG0006690,19,55,10,18
OG0006691,948,1807,739,953
OG0006692,306,464,238,224
OG0006693,441,427.986,196,297
OG0006695,748.025,845.761,948,778
OG0006696,83,79,94,67
OG0006697,218,253,156,118
OG0006698,10,15,9,4
OG0006700,310.941,561,359,282
OG0006701,83,129,60,72
OG0006702,1495.062,1782.238,944,1439
OG0006703,95,262,45,91
OG0006704,340,543.026,300,255
OG0006705,3397.729,4128.754,1960.999,3450.266
OG0006706,7,50,29,24
OG0006707,2,14,7,7
OG0006708,284,273,181,204
OG0006709,5,15,14,9
OG0006710,114,136,74,148
OG0006712,102,198.209,58,103
OG0006713,102,170,66,95
OG0006715,21,27,26,9
OG0006716,369,273,227,210
OG0006717,496,838.22,529,593
OG0006718,2107.102,4843.847,1912.865,1626.329
OG0006719,1334,1376,565,829
OG0006721,234,231,211,186.976
OG0006723,182,138,59,53
OG0006724,56,99,66,52
OG0006725,345.005,275,311.013,480
OG0006726,836.99,1191.471,801,884.001
OG0006727,17,15,27,17
OG0006728,403,491,245.016,336.002
OG0006729,285,340,157,220
OG0006730,287,313,233,183
OG0006731,121,106,56,129.995
OG0006733,286,365,266,250.14
OG0006734,536,747,390,405
OG0006735,100,601,286,66
OG0006736,180,185,142,149
OG0006737,157,542.938,112,99.259
OG0006738,91,85,34,48
OG0006739,93,133,48,135
OG0006740,1089.963,1365,917.613,758.006
OG0006741,613,641,370,301
OG0006743,62,121,69,81
OG0006745,646,880,401.003,578
OG0006747,97,257,91,109
OG0006748,32,17,24,12
OG0006749,290,534.888,267,281
OG0006750,43,90,44,35
OG0006751,412,741.246,302,411
OG0006752,58,73,64,78
OG0006753,1579,846,974.367,1383.016
OG0006754,111,138,73,95
OG0006756,182,184,113,193
OG0006757,205,220,123,145
OG0006758,361.977,241,534,374
OG0006760,122,213,142,119
OG0006761,100,92,46,70
OG0006762,183,186,118,155
OG0006763,394.001,367,205,221
OG0006765,47,143.086,27,35
OG0006766,423,432,250,215
OG0006767,928.149,1317,707,734
OG0006768,315,311,221,195
OG0006769,139,129,121,117
OG0006771,549,448,398,411
OG0006773,531,874,308,381
OG0006774,59,71,46,34
OG0006775,2834.797,3255.189,1890.578,1669
OG0006776,320,368,126,174
OG0006778,6754.695,6163.154,3651.811,4239.009
OG0006779,99,70,56,35
OG0006780,222,244,175.997,181
OG0006781,1078,1604,1263,1386
OG0006782,93,127,129,84
OG0006783,201,264,167.003,161
OG0006785,481,365,223,633
OG0006786,1274,1800,860,895
OG0006787,422.815,403,257,264
OG0006789,491,555.695,315,260
OG0006790,56,142,62,80
OG0006792,621.99,742,506,570
OG0006793,20,30,9,10
OG0006795,122.002,150,80,104
OG0006796,177.008,133,110.01,92
OG0006797,600,626,349,348
OG0006798,191,458,140,199
OG0006799,877,1159.008,1250,762
OG0006800,154,198,41,115
OG0006801,112,171,97,90
OG0006802,355,820,350,369
OG0006803,177,528.696,263,211
OG0006804,277,314,196,305
OG0006805,1587.456,2500.943,1070.262,1352.06
OG0006806,211.837,336,168,264
OG0006807,266,267.465,170,173
OG0006809,186,217,132,172
OG0006810,416,607,292,364.001
OG0006811,242,298.65,186.003,207
OG0006813,914.004,1515,943,878
OG0006814,177,177,137,155
OG0006815,800,874,584.937,950
OG0006816,46.048,104.631,87,78
OG0006817,582,708.001,429.073,540
OG0006818,54,182,85,111
OG0006819,159.001,207,126,104
OG0006820,340,527,364,347
OG0006822,572,694,368,428
OG0006823,1115,1386,765.921,731
OG0006826,155,262,185,120
OG0006827,156,271,182,126
OG0006828,545,666.001,477,506
OG0006829,464.092,612,260.586,270
OG0006830,1203.062,2007,825,990
OG0006831,314,404,232,240
OG0006834,150,192,89,137
OG0006835,149,143,101,140
OG0006836,704,1378,624,714
OG0006837,319.003,407,415.996,159
OG0006838,100,111,40,73
OG0006839,348.809,352,264,229
OG0006840,320,326,228,270.002
OG0006841,281,583,196,211
OG0006842,87,143,62,102
OG0006843,37,40,33,20
OG0006844,276,419,170.998,296
OG0006845,142,74,92,94
OG0006846,62,69,84,47
OG0006847,61,76,86,94
OG0006848,241.042,192,130,150
OG0006849,972.551,1482.679,1022.611,1133
OG0006851,836,734.005,485,545
OG0006852,529,439.082,475.134,436
OG0006853,29,19,17,26
OG0006855,1055,1207.001,701,1047
OG0006856,354,197,112,175
OG0006857,321.315,304,179,203
OG0006858,286,368.29,314,232
OG0006859,307,248,146,184
OG0006860,19,12,7,0
OG0006861,293,385,189,181
OG0006862,218,190,91,158
OG0006863,0,5,0,4
OG0006864,662,873,514,473.538
OG0006865,10,10,0,3
OG0006866,569,1818,333.1,332
OG0006867,1423.007,4482.001,824.745,1308.938
OG0006868,260.242,243,166,182
OG0006869,178,222,76,128
OG0006870,11,23,14,16
OG0006871,2257.967,2816,1896.864,2080.701
OG0006873,360,333,246.85,174
OG0006874,296,317,219,232
OG0006875,315,477,225,243.004
OG0006876,274,355,200,220
OG0006877,326,211,186,175.838
OG0006879,302,439.969,305.016,330
OG0006880,159,199,84,117
OG0006881,19,24,16,31
OG0006883,482,572,298,396
OG0006884,1143.001,1063.991,665.002,813.014
OG0006885,5,4,6,2
OG0006887,870.991,1466.147,716,889
OG0006888,939.779,2096.811,695,966
OG0006889,688.001,405,328,582
OG0006890,119,130,77,88
OG0006891,781.001,753,486,432
OG0006892,528,784.187,539,495
OG0006893,16795.618,18960.472,10240.893,14374.881
OG0006894,195,244.997,118.024,169
OG0006895,113.147,110,92.566,124
OG0006896,160,195.958,127,121
OG0006897,1291.997,1871.734,1213,1219
OG0006898,608,954,823,422.799
OG0006899,722,729.037,388,416
OG0006900,67.01,69,51,62
OG0006901,105,123.83,86,121
OG0006902,4.758,0,0,0
OG0006904,2022,2770.208,1313,1663
OG0006906,576.018,585,494.625,563.028
OG0006907,170,135,102,150
OG0006909,60,82,43,52
OG0006910,236,277,204.614,234.588
OG0006911,39,56,20,32
OG0006913,234,221,123,177
OG0006914,492,592,373,306
OG0006915,644.605,816,467,686
OG0006916,1166.83,1170.428,672,1077.456
OG0006917,54,51,26,127
OG0006918,291,388,224,233
OG0006919,191,246,121,127
OG0006920,554.677,794,433,527
OG0006921,601,721,540.144,528.503
OG0006923,152,190,103.48,137
OG0006924,373,437,351,246
OG0006925,72,64,51,69
OG0006926,3173.815,2368,2065.829,2217
OG0006927,46,36,37,28
OG0006928,256,1009,172,207
OG0006929,368,505.998,362,424
OG0006930,339,532,268,297
OG0006931,327,308,248,158
OG0006932,40,22,20,22
OG0006934,532,534,292,329.264
OG0006936,118,97,99,39
OG0006937,492.999,733.514,298,516
OG0006939,231,338.002,134,243
OG0006940,547,907.049,457,526
OG0006941,216,275.034,208,224
OG0006942,1132.11,1361,714,903
OG0006943,448.202,479,317.029,390
OG0006944,378,712,460,417
OG0006945,488.005,2861.25,229,426.89
OG0006946,310,324,341.161,221
OG0006948,2923.694,3226.554,1932.57,2382.003
OG0006949,381,543,825,283
OG0006950,201,435,212,124
OG0006951,541,839,433,526
OG0006952,100,123,107,105
OG0006953,1087.458,1198,742.996,795
OG0006954,967.999,1871,685,896
OG0006955,200,250,155,164
OG0006956,1434,2086.736,973,1262
OG0006957,1326.436,1286,805,1114
OG0006958,194,295,91,137
OG0006959,119,180,144,119
OG0006960,225,254,151,174
OG0006961,526,485,230,252.98
OG0006962,307,385,208,297.999
OG0006964,312,327,220,276
OG0006966,224,207,187.004,225.078
OG0006967,77,81,53,70
OG0006970,208.741,186,166,155
OG0006971,30,3,4,26
OG0006972,1331.839,1579.008,1097,1368
OG0006974,474.06,507,327.694,266
OG0006975,72,74,68,80
OG0006976,6375.986,5133.497,4004.103,5296.347
OG0006977,148,114.002,57,47
OG0006978,390.454,336.937,222.016,266.539
OG0006979,128,96,55,42
OG0006980,711.341,881.372,527,448.176
OG0006981,1091.015,1442,971.696,1038
OG0006982,17,47,79,65
OG0006983,40,30,16,14
OG0006985,83,42,57,30
OG0006986,181,194,149,178
OG0006987,689,775,380.996,497
OG0006988,120,135,62,85
OG0006989,24,57,33,32
OG0006990,2042.042,2206.742,1200.001,1644.024
OG0006991,498,851.014,195,419.453
OG0006992,2158,3034.791,1456,1770
OG0006993,539,697.997,366,474
OG0006994,1077.474,1123.999,756.935,922.005
OG0006995,3888.128,3887.65,2728.736,3483.502
OG0006996,560,631,445.312,389
OG0006997,549,582,412,375
OG0006998,76,77,41,37
OG0006999,788,1037,506,606
OG0007000,14,23,3,9
OG0007001,606,671.072,411,462.656
OG0007003,279.847,419,234,255
OG0007004,30,62,32,22
OG0007005,79,133,125,55
OG0007006,19,0,22,17
OG0007009,433.759,468,387,378
OG0007010,239,129,80,194
OG0007011,456.032,571,265.997,316
OG0007012,168,296,203,197
OG0007013,102,239,102,99
OG0007014,103,126,103,79
OG0007015,405,365,274,219
OG0007016,2021.032,2459.995,2066.928,2085
OG0007017,854,1129,661,763.059
OG0007018,44,56,49,36
OG0007019,233,215,170,212
OG0007020,244,308,288.004,209
OG0007022,3545.278,4420.512,2956.34,3567.02
OG0007023,229,374,206,249
OG0007024,136,116,106,113
